V160001_orig,p_trump,p_clinton,V162062x,V161310x,V162174,V161126,V161158x,V161244,V161267,V161342,V162256,V162125x,V161010d
402170,0.614030844,0.385969156,1,1,1,5,6,2,38,1,1,1,34
402171,0.975041783,0.024958217,2,1,1,6,7,1,53,2,1,1,46
402172,0.078754214,0.921245786,-2,1,-6,3,3,1,46,2,-6,-6,12
402173,0.081779141,0.918220859,1,5,1,99,1,1,70,2,2,1,48
402174,0.272133006,0.727866994,2,1,1,3,6,2,52,2,1,4,48
402175,0.012627134,0.987372866,4,2,1,99,1,1,38,2,2,4,55
402179,0.042378008,0.957621992,-2,6,1,99,2,2,34,2,3,2,6
402187,0.004487292,0.995512708,4,1,1,1,3,2,42,2,2,4,6
402188,0.903192531,0.096807469,2,1,1,6,7,1,57,2,2,2,36
402190,0.035345416,0.964654584,2,1,1,3,3,1,39,2,2,1,25
402191,0.651486771,0.348513229,3,1,1,5,6,2,52,1,2,1,4
402193,0.11711641,0.88288359,1,1,1,4,3,1,53,1,1,2,26
402195,0.021321031,0.978678969,1,1,1,2,1,2,59,1,2,1,25
402200,0.696582167,0.303417833,2,1,1,4,5,2,57,1,2,2,29
402202,0.329632698,0.670367302,-2,2,2,6,2,2,27,2,1,3,29
402204,0.090673348,0.909326652,1,1,1,2,1,2,-9,1,2,4,33
402206,0.091824264,0.908175736,1,5,2,99,1,1,37,2,2,1,48
402209,0.214225032,0.785774968,1,1,1,3,2,2,41,1,2,2,42
402210,0.647877357,0.352122643,-2,5,2,6,5,1,22,1,2,2,12
402212,0.979673233,0.020326767,-2,1,-6,6,7,1,63,1,-6,-6,21
402213,0.840573289,0.159426711,2,1,2,5,4,2,60,1,2,1,47
402215,0.022288484,0.977711516,1,3,1,2,1,2,49,1,3,2,6
402219,0.955266709,0.044733291,-2,1,-6,99,7,1,56,2,-6,-6,37
402221,0.389587304,0.610412696,-2,1,-7,5,4,-9,-9,2,-7,-7,53
402224,0.841870496,0.158129504,2,1,1,6,7,2,31,2,3,2,13
402229,0.014074439,0.985925561,1,2,1,3,3,2,31,1,1,4,34
402233,0.954945711,0.045054289,2,1,1,6,5,1,34,1,2,1,49
402234,0.876013741,0.123986259,2,1,1,4,5,1,53,1,3,1,39
402237,0.518592128,0.481407872,-2,1,1,4,4,2,46,2,2,3,1
402240,0.009453977,0.990546023,1,1,1,1,3,2,32,3,1,4,36
402241,0.027336483,0.972663517,1,1,1,3,3,1,36,2,2,4,12
402244,0.874503353,0.125496647,2,1,1,4,7,1,57,1,2,1,8
402248,0.483397696,0.516602304,-2,1,2,4,4,1,34,1,2,1,36
402253,0.086856059,0.913143941,-2,2,-6,3,1,1,34,2,-6,-6,48
402254,0.668388661,0.331611339,3,1,1,6,5,1,59,2,2,2,36
402257,0.424001098,0.575998902,2,1,2,3,5,2,34,2,3,2,26
402258,0.98371824,0.01628176,2,1,1,6,7,1,45,1,1,1,13
402259,0.009415305,0.990584695,1,1,1,2,3,2,30,2,2,4,12
402262,0.223076459,0.776923541,1,1,1,3,3,2,67,1,2,2,38
402265,0.800059276,0.199940724,2,-2,2,99,7,-9,-9,-9,2,1,6
402267,0.02840661,0.97159339,1,1,1,-9,1,2,58,1,1,4,36
402270,0.978422481,0.021577519,2,1,1,7,7,1,54,1,1,1,22
402271,0.163096613,0.836903387,-2,2,-6,99,2,1,71,1,-6,-6,36
402282,0.06008774,0.93991226,1,1,1,4,1,1,57,2,2,4,26
402284,0.974170489,0.025829511,2,1,1,7,7,1,41,2,2,1,48
402286,0.848534286,0.151465714,3,1,2,5,5,1,32,1,2,1,37
402289,0.019568077,0.980431923,1,2,1,3,1,1,38,2,3,4,51
402290,0.70114744,0.29885256,-2,1,2,5,5,2,24,1,2,3,37
402296,0.451142041,0.548857959,2,6,1,4,7,1,64,2,2,1,6
402298,0.019346953,0.980653047,-2,1,-6,2,1,2,61,2,-6,-6,36
402301,0.961628248,0.038371752,-2,3,1,6,7,1,47,2,2,1,48
402303,0.817542002,0.182457998,2,1,1,5,5,2,36,1,2,1,26
402305,0.952390122,0.047609878,-2,1,-6,6,7,1,45,1,-6,-6,6
402308,0.985519883,0.014480117,2,1,1,6,7,1,60,1,2,1,19
402309,0.573058295,0.426941705,2,1,1,4,2,1,63,1,2,1,42
402310,0.126388047,0.873611953,1,1,1,99,2,2,60,1,2,4,53
402312,0.974527104,0.025472896,2,1,1,6,5,1,63,1,1,1,45
402313,0.334060805,0.665939195,1,6,1,4,4,2,86,1,2,4,18
402315,0.019509834,0.980490166,1,1,1,2,1,2,59,2,2,3,41
402316,0.044003064,0.955996936,-2,1,1,4,3,1,40,2,2,3,36
402318,0.104010345,0.895989655,1,5,1,99,1,2,40,2,4,2,26
402320,0.646450031,0.353549969,-9,-2,2,99,-9,1,-9,2,4,4,45
402321,0.095024237,0.904975763,1,1,1,99,3,2,42,2,4,1,6
402325,0.871655252,0.128344748,2,1,1,6,7,1,30,2,3,1,12
402327,0.023212019,0.976787981,1,1,1,3,3,1,63,2,2,2,6
402329,0.67593418,0.32406582,-2,4,2,99,4,1,51,1,4,4,48
402330,0.968058517,0.031941483,-2,5,-7,6,7,1,69,1,-7,-7,35
402331,0.02482848,0.97517152,1,2,1,99,1,2,26,1,2,4,42
402334,0.901620326,0.098379674,2,1,1,6,7,1,39,2,2,1,6
402338,0.293490849,0.706509151,-2,1,2,4,4,2,31,2,2,6,40
402340,0.0718304,0.9281696,-2,1,-6,3,3,2,27,2,-6,-6,42
402342,0.279979977,0.720020023,-2,1,1,4,4,2,33,2,2,4,5
402343,0.987816796,0.012183204,2,1,1,6,7,1,28,1,1,1,21
402345,0.978681473,0.021318527,2,1,1,6,7,1,76,2,1,1,1
402350,0.854820184,0.145179816,2,1,2,99,4,1,42,1,3,1,29
402358,0.25531363,0.74468637,2,1,1,4,4,1,32,1,3,2,17
402359,0.611156328,0.388843672,2,1,2,4,6,1,43,2,2,1,47
402360,0.294117306,0.705882694,1,1,2,99,2,2,32,1,2,2,19
402365,0.949063786,0.050936214,2,1,1,7,7,1,58,1,2,2,12
402366,0.053912713,0.946087287,-2,2,-7,99,1,2,39,2,-7,-7,48
402367,0.960607761,0.039392239,2,3,1,6,7,2,63,2,2,1,48
402368,0.02070974,0.97929026,-2,5,1,2,1,1,32,2,3,1,25
402370,0.060318025,0.939681975,3,5,2,4,4,1,55,2,2,4,6
402373,0.974429651,0.025570349,2,1,1,6,7,1,46,1,1,1,32
402374,0.988284114,0.011715886,2,1,1,6,7,1,51,1,2,1,47
402379,0.196964105,0.803035895,-2,6,-6,4,4,1,40,2,-6,-6,17
402380,0.896962579,0.103037421,2,1,1,6,7,1,85,2,1,2,12
402384,0.392415716,0.607584284,-2,1,1,99,6,2,50,2,3,2,37
402387,0.716717925,0.283282075,-2,1,1,4,6,1,49,1,2,1,42
402389,0.356716051,0.643283949,-2,1,-6,4,4,1,55,2,-6,-6,48
402391,0.010448228,0.989551772,1,1,1,2,1,1,68,2,1,4,36
402392,0.044325596,0.955674404,1,5,1,2,3,1,30,1,2,2,48
402397,0.032627896,0.967372104,1,5,1,99,1,1,46,2,2,1,32
402398,0.97414274,0.02585726,-2,1,-6,99,7,1,65,1,-6,-6,48
402404,0.990686578,0.009313422,2,1,1,7,7,2,27,1,1,1,42
402406,0.009518373,0.990481627,1,1,1,2,2,2,60,2,2,4,50
402411,0.979413745,0.020586255,2,1,1,6,7,1,31,2,1,1,55
402413,0.004637316,0.995362684,-2,5,1,2,1,2,46,2,1,4,6
402416,0.860544536,0.139455464,2,1,1,5,6,1,53,1,2,1,48
402420,0.067549299,0.932450701,-2,2,2,99,1,1,37,2,3,2,37
402428,0.120274049,0.879725951,1,1,1,2,2,2,63,2,3,3,37
402429,0.172887115,0.827112885,-2,1,-6,3,2,2,39,1,-6,-6,9
402430,0.868929945,0.131070055,2,1,1,6,5,2,58,1,2,1,4
402432,0.803782436,0.196217564,2,5,1,6,6,1,32,2,2,1,49
402434,0.04877706,0.95122294,1,2,2,99,1,2,54,1,2,4,26
402435,0.047262962,0.952737038,1,1,1,99,3,2,18,1,2,4,6
402437,0.934745108,0.065254892,2,1,1,6,7,1,48,2,1,1,6
402439,0.362394684,0.637605316,-2,2,-6,99,2,1,26,1,-6,-6,28
402445,0.930055312,0.069944688,2,1,2,6,7,2,55,1,4,2,42
402448,0.018846898,0.981153102,1,5,1,2,3,2,50,2,1,4,48
402451,0.923884457,0.076115543,-2,1,1,3,7,1,66,2,2,1,48
402455,0.043982991,0.956017009,1,1,1,1,2,2,46,2,2,4,33
402456,0.277036972,0.722963028,-2,1,1,3,3,2,35,1,2,1,29
402457,0.437722704,0.562277296,2,1,1,-9,-9,-9,-9,2,-9,4,36
402472,0.42128956,0.57871044,1,1,1,4,4,2,52,1,2,1,24
402474,0.139933713,0.860066287,-2,1,-6,99,6,2,70,2,-6,-6,50
402480,0.047196988,0.952803012,1,1,1,2,1,1,33,2,1,4,22
402481,0.085960046,0.914039954,1,2,1,3,1,1,78,2,3,1,26
402486,0.559332462,0.440667538,-2,1,2,4,6,1,42,2,3,1,48
402488,0.318575721,0.681424279,1,1,1,3,3,1,18,2,2,4,21
402491,0.016515921,0.983484079,-2,3,-6,2,1,2,21,2,-6,-6,25
402493,0.178609335,0.821390665,-2,1,1,2,4,2,60,1,2,4,16
402496,0.53860373,0.46139627,2,5,1,6,6,1,58,2,2,1,9
402497,0.179824793,0.820175207,1,1,1,1,4,1,29,1,2,4,47
402508,0.029479242,0.970520758,4,1,1,2,4,2,29,1,1,4,6
402509,0.950090082,0.049909918,2,1,1,6,5,1,49,1,2,1,13
402510,0.336906823,0.663093177,2,1,1,4,5,1,25,2,2,2,27
402512,0.677873414,0.322126586,-2,1,1,4,5,2,36,1,2,4,13
402513,0.006854966,0.993145034,1,1,1,1,3,2,35,2,2,6,25
402514,0.922135201,0.077864799,-2,1,1,6,6,1,52,1,2,1,16
402515,0.680536188,0.319463812,-2,1,-6,5,6,1,36,1,-6,-6,12
402517,0.940128199,0.059871801,2,1,2,99,7,2,53,2,2,2,47
402521,0.017441342,0.982558658,1,1,1,2,3,1,32,2,3,2,34
402522,0.417627492,0.582372508,-2,5,1,99,4,1,22,2,2,1,13
402525,0.092425334,0.907574666,1,1,1,2,2,1,35,1,1,4,20
402526,0.013083964,0.986916036,1,6,1,2,1,2,64,1,1,1,6
402529,0.044147682,0.955852318,1,1,1,99,2,2,66,2,2,2,8
402530,0.406192617,0.593807383,2,1,1,5,6,1,58,1,2,2,27
402531,0.284580399,0.715419601,1,1,2,3,1,2,31,2,4,1,26
402538,0.008265474,0.991734526,1,2,1,99,1,1,65,2,2,4,17
402539,0.161665425,0.838334575,-2,1,1,4,4,1,72,2,3,4,36
402542,0.130261963,0.869738037,1,1,1,2,1,1,51,2,2,1,47
402544,0.010757367,0.989242633,1,1,1,2,1,1,45,2,2,4,17
402547,0.113959798,0.886040202,1,1,1,4,1,1,51,1,1,2,39
402549,0.985004022,0.014995978,-2,1,1,6,7,1,30,1,2,1,47
402550,0.961152034,0.038847966,2,1,1,6,7,1,61,1,2,1,25
402552,0.428555662,0.571444338,-2,6,-6,6,6,1,66,2,-6,-6,12
402553,0.02634481,0.97365519,4,1,1,2,3,1,42,1,2,4,17
402560,0.953491975,0.046508025,2,1,1,7,7,1,28,2,2,1,17
402561,0.658222984,0.341777016,-2,6,-6,99,4,2,56,2,-6,-6,47
402562,0.943451715,0.056548285,2,1,1,6,7,1,69,2,3,1,13
402565,0.309728275,0.690271725,-2,3,1,6,6,2,45,1,4,6,36
402566,0.077578739,0.922421261,-2,1,-6,99,1,2,69,1,-6,-6,42
402568,0.034034789,0.965965211,1,1,1,2,1,-9,87,2,1,1,42
402570,0.708382779,0.291617221,-2,1,2,99,4,2,48,2,4,3,40
402573,0.182584385,0.817415615,1,1,1,3,2,2,74,2,2,3,42
402574,0.860701901,0.139298099,2,1,1,6,7,2,35,2,2,2,22
402576,0.164862791,0.835137209,-2,1,1,4,1,1,56,2,2,4,22
402577,0.274915784,0.725084216,1,3,1,3,5,1,50,1,4,4,25
402582,0.128283673,0.871716327,-2,5,-6,4,4,1,21,2,-6,-6,12
402583,0.978269103,0.021730897,-2,3,-6,6,7,1,66,1,-6,-6,6
402587,0.608421186,0.391578814,-2,1,-6,99,2,2,28,1,-6,-6,37
402588,0.60097529,0.39902471,2,1,1,6,6,1,67,2,2,1,27
402590,0.100013008,0.899986992,5,6,1,99,4,2,39,1,2,4,6
402594,0.075488969,0.924511031,1,5,1,3,3,2,36,1,2,3,17
402597,0.631505608,0.368494392,2,1,2,4,4,1,56,2,2,1,42
402598,0.051185653,0.948814347,-2,1,-6,3,2,2,21,2,-6,-6,9
402602,0.524075753,0.475924247,-9,1,1,5,6,1,-9,1,2,2,12
402603,0.36038905,0.63961095,-2,1,-6,99,2,2,42,1,-6,-6,17
402605,0.175714251,0.824285749,-2,-2,-6,6,2,1,46,2,-6,-6,24
402612,0.885798535,0.114201465,-2,1,1,6,6,1,19,1,2,1,51
402614,0.048383097,0.951616903,-2,1,-6,2,1,1,-9,1,-6,-6,36
402615,0.132797681,0.867202319,-2,2,-6,99,1,1,63,2,-6,-6,18
402617,0.818541105,0.181458895,-2,1,-6,5,5,1,-9,1,-6,-6,24
402620,0.811081347,0.188918653,2,6,1,5,5,2,57,1,1,1,39
402623,0.628782295,0.371217705,2,1,1,5,2,1,48,1,2,1,18
402625,0.384796417,0.615203583,-2,2,-6,4,2,2,20,1,-6,-6,55
402626,0.699782584,0.300217416,2,1,1,5,5,1,37,2,3,1,37
402628,0.012610491,0.987389509,1,3,1,2,1,2,58,1,1,2,8
402629,0.010581331,0.989418669,1,1,1,2,3,2,22,1,2,4,25
402630,0.429777933,0.570222067,-2,1,1,6,4,2,24,1,1,4,8
402631,0.194650298,0.805349702,-2,1,1,3,4,2,51,2,3,1,41
402635,0.73973808,0.26026192,-2,3,-6,99,4,2,21,1,-6,-6,42
402636,0.97573663,0.02426337,-2,1,-7,6,7,2,59,1,-7,-7,32
402637,0.891789257,0.108210743,2,1,1,6,6,1,60,2,1,1,18
402638,0.067211239,0.932788761,1,1,1,3,1,1,-9,-9,2,2,36
402642,0.665603655,0.334396345,3,1,1,5,6,1,27,2,1,1,13
402647,0.016139074,0.983860926,1,6,1,2,1,2,54,2,2,7,6
402649,0.028867773,0.971132227,1,1,1,1,1,1,40,2,1,1,36
402651,0.415910214,0.584089786,2,3,2,99,4,1,68,1,2,2,51
402655,0.024877842,0.975122158,1,2,1,6,2,1,35,2,2,4,6
402657,0.685153427,0.314846573,-2,1,1,99,4,1,42,2,3,1,55
402659,0.010422639,0.989577361,1,1,1,1,1,1,65,1,1,2,25
402664,0.037184228,0.962815772,1,1,1,2,1,2,66,1,3,3,34
402670,0.047226434,0.952773566,1,1,1,99,1,1,50,2,2,2,55
402672,0.220036385,0.779963615,1,3,1,4,1,1,-9,2,1,1,19
402673,0.13099321,0.86900679,1,5,2,99,1,2,90,2,3,1,6
402675,0.241510236,0.758489764,-2,1,1,3,3,2,32,1,3,2,31
402679,0.628290367,0.371709633,-2,1,1,5,5,1,33,1,2,2,12
402680,0.03463048,0.96536952,1,1,1,99,2,2,25,2,1,4,8
402681,0.005270904,0.994729096,1,1,1,2,1,1,48,2,1,4,6
402682,0.73981592,0.26018408,2,1,2,99,4,1,31,2,2,4,21
402684,0.975935918,0.024064082,2,1,1,6,7,1,41,1,3,1,19
402688,0.659165769,0.340834231,-2,3,2,6,4,2,84,1,4,1,6
402690,0.245686136,0.754313864,1,5,-6,4,5,2,43,2,-6,-6,4
402691,0.542565648,0.457434352,2,1,1,4,4,1,32,2,3,1,20
402692,0.052074399,0.947925601,2,1,1,2,3,2,25,1,1,4,39
402693,0.952639913,0.047360087,-2,3,-6,6,5,1,-9,1,-6,-6,40
402694,0.055635836,0.944364164,1,1,1,2,1,1,57,1,2,4,29
402696,0.53928586,0.46071414,2,1,1,99,2,1,19,1,2,1,39
402698,0.054376513,0.945623487,-2,2,1,99,2,1,32,2,2,2,39
402699,0.953848587,0.046151413,2,1,1,6,5,1,56,1,2,1,37
402700,0.242415767,0.757584233,1,1,1,3,6,1,50,1,2,2,6
402703,0.19771171,0.80228829,-2,1,1,5,4,2,-9,2,4,2,6
402713,0.04317635,0.95682365,1,2,2,99,1,1,53,2,2,2,37
402722,0.92856151,0.07143849,2,1,1,99,5,2,48,2,2,1,21
402723,0.054874676,0.945125324,1,1,1,4,2,2,25,1,2,6,25
402724,0.959731594,0.040268406,2,1,1,7,5,1,77,1,1,1,36
402725,0.004091335,0.995908665,1,5,1,2,1,2,19,2,2,4,6
402726,0.974772304,0.025227696,2,1,1,7,7,1,82,2,2,1,48
402727,0.135613657,0.864386343,2,1,1,1,4,2,42,2,1,4,21
402728,0.618936525,0.381063475,-2,1,1,5,5,1,22,1,2,2,17
402732,0.715131449,0.284868551,3,1,1,5,5,2,39,2,2,1,13
402733,0.058485366,0.941514634,-2,2,1,99,1,1,35,2,2,7,48
402734,0.932394102,0.067605898,2,-2,1,6,7,1,58,1,2,1,53
402735,0.378253217,0.621746783,1,1,1,3,2,2,32,1,2,1,13
402737,0.166232258,0.833767742,-2,1,-7,3,3,2,34,1,-7,-7,16
402742,0.481560648,0.518439352,2,1,1,5,6,1,36,2,2,1,4
402744,0.625592172,0.374407828,-2,2,2,99,4,1,29,2,4,3,31
402745,0.985127378,0.014872622,2,1,1,6,7,1,68,1,1,1,51
402746,0.008290609,0.991709391,1,1,1,2,1,2,67,2,1,2,6
402751,0.117884924,0.882115076,1,1,1,3,1,1,79,2,1,1,4
402753,0.971741914,0.028258086,2,1,1,6,5,1,59,1,1,1,30
402756,0.365691124,0.634308876,2,1,1,5,4,1,61,1,3,2,12
402758,0.590901477,0.409098523,1,1,1,3,4,1,48,1,1,2,31
402759,0.535673704,0.464326296,1,1,1,3,4,1,54,1,1,1,36
402767,0.902166853,0.097833147,2,1,2,99,5,2,80,2,1,1,48
402768,0.017601925,0.982398075,1,1,2,1,2,1,30,2,2,6,41
402769,0.258032053,0.741967947,1,5,1,5,1,1,90,2,3,1,48
402771,0.075645862,0.924354138,1,5,2,4,1,1,37,1,3,4,4
402773,0.95825401,0.04174599,2,6,1,6,7,1,49,1,2,1,29
402775,0.945104341,0.054895659,1,2,1,4,7,1,29,1,1,1,47
402777,0.305540634,0.694459366,-2,1,-6,99,2,2,41,1,-6,-6,4
402778,0.029572025,0.970427975,1,5,1,3,1,2,59,2,2,1,24
402780,0.122019163,0.877980837,-2,1,-7,4,3,2,36,1,-7,-7,51
402782,0.124068026,0.875931974,1,5,1,99,2,2,38,1,2,1,6
402783,0.219100733,0.780899267,3,1,2,3,2,2,47,2,3,2,29
402785,0.956183822,0.043816178,2,1,1,6,5,1,82,1,2,1,13
402788,0.033034566,0.966965434,1,2,1,5,1,1,67,1,2,1,6
402790,0.190353352,0.809646648,-2,3,1,99,4,2,43,2,2,2,51
402793,0.518477535,0.481522465,-2,1,1,4,2,1,57,2,2,3,21
402795,0.026997535,0.973002465,1,1,1,4,3,2,41,2,3,6,36
402796,0.963773828,0.036226172,2,1,1,6,7,1,61,2,1,1,22
402800,0.652061936,0.347938064,2,1,1,6,5,2,65,1,3,2,24
402815,0.972193017,0.027806983,2,1,1,7,7,2,64,2,2,1,40
402816,0.02847158,0.97152842,1,1,1,2,2,2,27,2,2,2,53
402817,0.980928728,0.019071272,2,1,1,6,7,1,64,2,2,1,47
402818,0.067084725,0.932915275,1,6,1,99,3,1,21,2,2,4,26
402820,0.061813196,0.938186804,-2,2,1,3,3,1,70,2,2,1,48
402821,0.039967306,0.960032694,-2,1,-6,2,2,2,65,2,-6,-6,27
402822,0.212400933,0.787599067,1,1,1,2,1,1,65,1,2,1,47
402823,0.510640721,0.489359279,1,1,1,4,2,1,64,1,3,1,39
402825,0.956904771,0.043095229,2,1,1,6,5,1,76,1,2,1,13
402828,0.023137024,0.976862976,1,1,1,2,2,2,25,2,2,2,36
402829,0.534499606,0.465500394,-2,1,2,4,5,1,90,2,2,1,17
402831,0.472334627,0.527665373,-2,5,-6,99,4,1,24,1,-6,-6,6
402834,0.193436368,0.806563632,1,6,1,5,3,1,64,1,1,2,45
402835,0.983459295,0.016540705,2,1,1,7,7,1,69,2,1,1,26
402836,0.566278807,0.433721193,1,1,1,5,4,1,41,3,3,3,20
402837,0.059563784,0.940436216,-2,1,-6,2,1,2,59,2,-6,-6,55
402838,0.966614768,0.033385232,2,1,1,6,7,1,25,1,2,1,27
402839,0.422455948,0.577544052,-2,1,1,4,2,2,31,1,3,4,18
402847,0.87312062,0.12687938,-2,3,-6,6,7,1,50,2,-6,-6,5
402849,0.402904169,0.597095831,2,1,2,4,5,2,76,2,2,1,6
402850,0.093551641,0.906448359,1,1,1,3,1,2,70,1,2,1,27
402856,0.260840876,0.739159124,-2,1,1,99,2,1,37,1,2,2,39
402859,0.126398149,0.873601851,3,1,1,3,1,2,65,1,2,1,53
402862,0.936508925,0.063491075,2,1,1,6,7,1,38,1,3,1,12
402865,0.740119334,0.259880666,-2,1,-7,99,2,1,-9,1,-7,-7,21
402866,0.886352575,0.113647425,-2,1,-6,6,4,2,46,1,-6,-6,38
402867,0.847893147,0.152106853,-2,1,-7,6,7,1,48,2,-7,-7,6
402868,0.021278548,0.978721452,-2,5,-7,99,1,1,65,1,-7,-7,12
402870,0.928962631,0.071037369,2,1,1,6,7,2,69,2,1,1,25
402871,0.177906702,0.822093298,1,1,1,3,4,2,34,1,2,2,24
402873,0.718797395,0.281202605,2,1,1,4,5,2,59,1,2,1,27
402874,0.18660462,0.81339538,2,1,1,99,3,1,28,2,2,1,5
402875,0.020070497,0.979929503,-2,5,1,2,1,2,56,1,2,2,17
402876,0.063685413,0.936314587,1,1,1,2,3,1,34,1,3,1,17
402878,0.951998641,0.048001359,2,1,1,6,7,1,54,2,2,1,27
402880,0.304115161,0.695884839,2,1,1,4,4,1,52,2,2,1,27
402883,0.177185271,0.822814729,1,5,1,5,2,1,55,1,1,1,6
402884,0.077341807,0.922658193,1,1,1,2,1,2,64,1,1,2,49
402885,0.058689175,0.941310825,1,1,1,2,2,2,29,2,2,1,53
402895,0.016633471,0.983366529,1,1,1,2,1,2,66,2,1,1,6
402897,0.269512291,0.730487709,1,1,1,3,2,1,71,1,1,1,27
402899,0.184810821,0.815189179,1,1,1,4,1,1,81,2,1,1,39
402901,0.90437755,0.09562245,2,1,1,4,7,1,53,1,2,1,4
402902,0.050821849,0.949178151,1,5,2,3,1,1,22,2,3,1,6
402904,0.291256223,0.708743777,1,1,1,5,2,2,78,1,2,1,53
402905,0.577977219,0.422022781,-2,1,-6,4,5,1,21,2,-6,-6,12
402906,0.445464648,0.554535352,2,1,2,6,6,1,54,1,2,2,6
402907,0.15354399,0.84645601,2,1,1,2,6,1,64,1,3,1,6
402910,0.010224489,0.989775511,1,1,1,1,3,2,34,1,1,4,9
402912,0.637281299,0.362718701,-9,1,1,6,6,1,30,2,3,2,16
402917,0.94136602,0.05863398,2,1,1,99,7,2,71,2,3,1,29
402919,0.180224468,0.819775532,1,1,1,3,3,2,20,2,3,1,55
402921,0.457387484,0.542612516,-2,6,1,99,4,1,55,2,2,4,40
402922,0.073255029,0.926744971,1,1,-7,3,1,2,69,2,-7,-7,42
402931,0.05281304,0.94718696,1,2,1,3,1,1,55,2,2,2,1
402933,0.11919448,0.88080552,-2,1,-6,4,4,1,27,2,-6,-6,8
402941,0.988077303,0.011922697,2,1,1,6,7,1,67,1,2,1,31
402946,0.124566064,0.875433936,-2,1,2,2,1,2,63,2,3,2,47
402947,0.008113568,0.991886432,1,1,1,2,3,2,55,2,2,2,25
402948,0.811921659,0.188078341,2,1,1,5,5,2,62,2,2,1,1
402950,0.189738035,0.810261965,-2,3,1,99,4,1,26,1,3,2,6
402953,0.29808504,0.70191496,-2,6,-6,4,4,1,-9,-9,-6,-6,10
402956,0.138558131,0.861441869,1,1,1,3,1,1,83,1,3,4,37
402957,0.012150872,0.987849128,1,2,1,99,1,1,46,2,1,4,5
402958,0.374166635,0.625833365,-2,1,2,3,2,1,61,2,3,1,26
402959,0.946822381,0.053177619,2,1,1,7,7,2,63,2,2,2,37
402960,0.974031635,0.025968365,-2,1,-6,6,7,1,59,1,-6,-6,12
402961,0.922195759,0.077804241,2,6,1,7,5,1,44,2,1,1,48
402965,0.385159542,0.614840458,1,1,2,4,4,2,63,2,3,1,17
402966,0.325544947,0.674455053,-2,6,1,99,2,1,36,2,3,3,18
402967,0.981597003,0.018402997,2,1,1,6,7,2,54,2,1,1,39
402968,0.863061676,0.136938324,2,1,1,5,5,2,64,1,3,1,48
402969,0.970339065,0.029660935,2,1,1,4,7,1,85,1,1,1,42
402976,0.985990979,0.014009021,2,1,1,6,7,1,65,1,2,1,45
402979,0.172558971,0.827441029,1,1,1,2,1,2,30,1,1,3,1
402983,0.110842442,0.889157558,-2,6,-6,99,4,2,20,2,-6,-6,36
402985,0.858538461,0.141461539,-2,1,-6,6,5,2,31,1,-6,-6,53
402986,0.510014011,0.489985989,1,5,1,5,6,2,54,2,2,1,13
402990,0.025157918,0.974842082,1,1,1,2,3,2,33,1,1,4,4
402996,0.170533505,0.829466495,-2,1,-7,99,2,1,24,2,-7,-7,12
403001,0.646595535,0.353404465,2,1,2,99,4,2,67,2,2,1,26
403005,0.242511942,0.757488058,-2,1,-7,2,1,2,66,1,-7,-7,21
403006,0.011035604,0.988964396,1,1,1,1,1,2,20,2,3,4,25
403007,0.20412609,0.79587391,-2,5,1,4,2,1,56,2,2,4,18
403013,0.966479371,0.033520629,2,1,1,6,5,1,57,1,2,1,42
403016,0.491649342,0.508350658,-2,2,2,99,4,1,76,1,4,4,39
403017,0.191122794,0.808877206,-2,1,-6,4,3,2,81,1,-6,-6,26
403018,0.232207955,0.767792045,1,1,-6,2,2,1,61,1,-6,-6,26
403021,0.936325663,0.063674337,-2,1,-6,6,7,1,72,2,-6,-6,17
403023,0.378012221,0.621987779,1,5,1,4,4,1,64,1,2,2,48
403025,0.044365592,0.955634408,1,5,1,3,2,1,42,2,1,1,6
403027,0.738387561,0.261612439,-2,1,-6,99,6,1,82,1,-6,-6,36
403030,0.009277022,0.990722978,-2,5,1,2,3,1,35,2,2,4,36
403032,0.938623794,0.061376206,2,5,1,6,7,1,29,1,2,1,32
403033,0.622510398,0.377489602,2,1,2,4,5,1,62,2,3,1,36
403034,0.027958362,0.972041638,-2,5,1,2,4,2,61,2,2,2,12
403035,0.041754622,0.958245378,1,1,1,2,1,1,75,1,1,4,42
403036,0.249334746,0.750665254,1,1,1,3,1,2,56,1,1,1,29
403041,0.011907466,0.988092534,1,1,1,2,1,2,27,2,1,2,36
403042,0.042453227,0.957546773,1,5,1,4,2,1,19,1,2,4,6
403053,0.228507489,0.771492511,2,1,1,3,1,2,56,1,3,1,51
403057,0.452011822,0.547988178,2,1,2,3,4,2,73,1,4,1,36
403059,0.599755268,0.400244732,1,1,1,99,2,1,56,1,3,1,55
403060,0.133931966,0.866068034,1,1,1,3,3,2,25,1,2,2,37
403064,0.31015213,0.68984787,3,1,1,4,6,2,51,2,3,1,17
403071,0.027686645,0.972313355,1,1,1,2,1,2,64,2,2,2,37
403076,0.133282884,0.866717116,-2,6,2,4,2,1,20,2,3,2,4
403078,0.836789757,0.163210243,2,1,1,5,7,1,56,2,3,4,48
403083,0.969483133,0.030516867,-2,1,1,5,7,1,34,1,2,1,48
403088,0.199450287,0.800549713,-2,1,-6,4,3,2,75,1,-6,-6,42
403090,0.017822219,0.982177781,1,2,1,99,1,2,38,1,2,2,34
403093,0.106911252,0.893088748,1,1,1,2,1,2,50,1,1,1,48
403097,0.016606918,0.983393082,1,2,1,-9,1,1,61,1,1,1,24
