V200001,p_trump,p_biden,V202110x,V201549x,V202022,V201200,V201231x,V201452,V201507x,V201600,V202406,V201007d
414616,0.506523512,0.493476488,-1,1,1,5,5,2,24,2,4,-2
414630,0.513034481,0.486965519,5,1,1,4,4,1,29,2,3,-2
414661,0.788235533,0.211764467,2,1,1,6,7,2,60,2,1,-2
414692,0.841286023,0.158713977,2,1,1,4,7,1,51,1,2,-2
414708,0.589937192,0.410062808,1,1,1,99,5,2,76,2,2,-2
414715,0.530837577,0.469162423,2,1,1,4,4,2,38,1,3,-2
414753,0.212015327,0.787984673,-1,3,2,99,1,2,27,2,2,-2
414777,0.364676805,0.635323195,-1,4,-6,3,3,1,64,1,-6,-2
414784,0.722467103,0.277532897,-1,5,-6,6,5,1,53,1,-6,-2
414791,0.753455681,0.246544319,1,1,1,7,7,1,49,2,4,-2
414814,0.701305532,0.298694468,2,1,1,4,7,1,47,2,2,-2
414838,0.559553212,0.440446788,2,1,2,5,5,2,73,2,-5,-2
414869,0.347841233,0.652158767,1,1,1,4,3,2,44,1,2,-2
414890,0.246405201,0.753594799,1,1,1,3,2,2,24,2,2,-2
414906,0.598894382,0.401105618,2,1,1,5,6,1,66,2,2,-2
414913,0.670157502,0.329842498,2,1,1,2,7,1,53,2,4,-2
414951,0.259710139,0.740289861,1,1,1,2,2,2,36,2,2,-2
414982,0.539160248,0.460839752,-1,1,2,4,6,2,41,2,3,-2
414999,0.245735039,0.754264961,1,3,1,4,2,2,43,2,2,-2
415022,0.352868608,0.647131392,-1,1,-6,1,1,1,26,1,-6,-2
415046,0.527228148,0.472771852,1,1,1,4,4,1,58,2,1,-2
415060,0.292027184,0.707972816,1,1,1,3,2,2,60,1,2,-2
415084,0.362877057,0.637122943,1,1,1,4,3,2,76,1,2,-2
415107,0.564159318,0.435840682,-1,1,1,5,6,2,30,1,3,-2
415114,0.820862416,0.179137584,2,1,1,6,7,1,65,2,2,-2
415183,0.523438084,0.476561916,-1,1,-6,5,7,1,57,2,-6,-2
415244,0.393844816,0.606155184,2,1,1,5,3,2,49,1,2,-2
415282,0.346229513,0.653770487,1,3,1,99,-9,-9,-9,2,4,-2
415312,0.81644287,0.18355713,2,1,1,5,7,1,74,1,2,-2
415329,0.20775419,0.79224581,1,1,1,4,1,2,66,2,1,-2
415343,0.567623458,0.432376542,-1,1,-6,5,5,2,53,1,-6,-2
415367,0.168777858,0.831222142,-1,3,1,3,1,2,60,2,3,-2
415374,0.581820576,0.418179424,2,6,1,2,5,2,54,1,2,-2
415404,0.332632115,0.667367885,1,1,1,5,2,2,59,1,2,-2
415459,0.424723088,0.575276912,1,2,1,4,3,1,29,2,4,-2
415473,0.619206975,0.380793025,2,3,2,4,5,2,27,1,3,-2
415480,0.235707384,0.764292616,1,1,1,2,1,2,60,1,3,-2
415497,0.588333425,0.411666575,-9,1,1,5,5,1,64,2,3,-2
415510,0.808970962,0.191029038,2,1,1,5,7,1,56,1,2,-2
415527,0.501778546,0.498221454,-1,3,-6,99,5,2,48,2,-6,-2
415541,0.181341456,0.818658544,1,2,1,99,1,1,48,2,2,-2
415602,0.85099832,0.14900168,2,1,1,6,7,2,80,1,1,-2
415664,0.842737118,0.157262882,2,1,1,6,7,1,75,2,1,-2
415688,0.660159818,0.339840182,2,1,1,6,6,1,47,1,2,-2
415701,0.613139607,0.386860393,2,1,1,5,5,2,43,1,3,-2
415725,0.744415148,0.255584852,2,1,1,7,7,1,80,2,2,-2
415749,0.360124374,0.639875626,-1,1,2,4,2,2,41,1,3,-2
415800,0.82032058,0.17967942,2,1,1,6,7,1,70,2,2,-2
415831,0.658023354,0.341976646,2,1,1,6,6,1,69,1,2,-2
415879,0.338527216,0.661472784,-1,1,1,4,3,2,51,1,3,-2
415886,0.549778016,0.450221984,2,1,1,5,6,1,57,2,2,-2
415909,0.648148243,0.351851757,-1,1,-6,1,7,2,30,1,-6,-2
415930,0.324471509,0.675528491,1,1,1,3,3,2,70,1,2,-2
416018,0.529176047,0.470823953,1,1,1,5,4,2,61,2,1,-2
416056,0.551078089,0.448921911,1,1,1,5,4,1,79,1,2,-2
416063,0.182761817,0.817238183,-1,2,1,99,1,2,41,2,3,-2
416155,0.265529144,0.734470856,1,6,2,99,1,1,74,2,2,-2
416179,0.861895933,0.138104067,2,1,1,7,7,2,30,1,1,-2
416193,0.247748145,0.752251855,-1,2,2,99,1,1,19,2,2,-2
416216,0.311138882,0.688861118,-1,1,-6,5,2,1,49,2,-6,-2
416230,0.156830358,0.843169642,1,4,1,2,1,2,76,1,1,-2
416247,0.370953999,0.629046001,1,1,1,4,3,1,56,2,2,-2
416285,0.427049933,0.572950067,5,4,2,4,4,2,35,2,3,-2
416360,0.456814816,0.543185184,-1,2,1,5,4,2,29,2,2,-2
416421,0.245779127,0.754220873,1,1,1,4,3,2,-9,-9,3,-2
416452,0.765340694,0.234659306,2,1,1,99,7,1,53,2,2,-2
416520,0.283992286,0.716007714,1,1,1,4,3,2,58,2,1,-2
416544,0.208167414,0.791832586,5,5,1,4,3,1,38,2,2,-2
416551,0.814835835,0.185164165,2,1,1,6,7,1,71,2,2,-2
416575,0.586894254,0.413105746,-1,1,1,5,5,2,45,2,4,-2
416636,0.823437248,0.176562752,2,1,1,6,7,1,70,2,2,-2
416681,0.632885712,0.367114288,1,1,2,4,4,1,57,1,1,-2
416704,0.784462656,0.215537344,2,1,1,4,5,1,34,1,1,-2
416728,0.271149814,0.728850186,1,3,2,4,1,1,59,2,3,-2
416735,0.787047276,0.212952724,2,1,1,6,7,2,67,1,2,-2
416759,0.57880496,0.42119504,1,3,1,3,5,2,30,1,2,-2
416773,0.226149594,0.773850406,1,2,1,99,2,1,-9,2,4,-2
416834,0.184503304,0.815496696,1,3,1,4,3,2,60,2,1,-2
416841,0.40020103,0.59979897,1,2,1,7,1,2,80,2,3,-2
416933,0.821539583,0.178460417,2,1,1,7,7,1,65,2,2,-2
416940,0.35054874,0.64945126,1,4,1,3,4,2,36,1,2,-2
416964,0.636956941,0.363043059,2,1,1,4,5,2,54,2,3,-2
417028,0.281715292,0.718284708,-1,-9,-6,4,2,2,-9,1,-6,-2
417066,0.530831544,0.469168456,2,1,1,-9,5,1,75,2,3,-2
417073,0.373742113,0.626257887,-1,5,1,3,4,2,41,1,3,-2
417127,0.83057376,0.16942624,1,1,1,4,7,1,45,1,2,-2
417134,0.795889269,0.204110731,2,1,1,6,5,1,80,1,2,-2
417158,0.336871155,0.663128845,1,3,1,3,2,1,27,1,2,-2
417165,0.26457333,0.73542667,1,1,1,3,1,1,65,2,1,-2
417189,0.820205682,0.179794318,2,1,1,4,7,1,68,1,2,-2
417202,0.861800487,0.138199513,2,1,1,6,7,2,70,1,1,-2
417226,0.381642367,0.618357633,-1,1,1,3,3,2,34,2,4,-2
417240,0.184528307,0.815471693,1,2,1,99,1,2,70,2,3,-2
417295,0.300628388,0.699371612,3,1,1,3,2,1,26,2,3,-2
417318,0.257126144,0.742873856,-9,-9,1,4,3,2,-9,1,1,-2
417370,0.413183813,0.586816187,1,1,1,4,4,2,75,2,3,-2
417387,0.418183406,0.581816594,1,1,2,99,6,1,-9,1,3,-2
417424,0.60713053,0.39286947,-1,1,1,5,5,2,19,2,4,-2
417455,0.460308832,0.539691168,-9,1,2,-8,4,1,61,2,2,-2
417462,0.498970675,0.501029325,-1,1,2,-9,-9,1,66,2,4,-2
417486,0.816306203,0.183693797,2,1,1,6,7,1,74,2,2,-2
417530,0.325348053,0.674651947,1,3,1,99,3,2,76,1,2,-2
417554,0.847153323,0.152846677,2,1,1,6,7,1,80,1,2,-2
417578,0.81513129,0.18486871,2,1,1,6,7,2,67,2,1,-2
417622,0.524460284,0.475539716,2,1,1,5,5,2,57,2,2,-2
417653,0.228705106,0.771294894,-1,1,-6,3,3,2,39,2,-6,-2
417677,0.363875158,0.636124842,-1,2,2,99,4,2,32,2,3,-2
417714,0.526359102,0.473640898,-1,2,-6,6,1,1,62,2,-6,-2
417738,0.797700975,0.202299025,2,1,1,6,7,1,76,2,2,-2
417752,0.333226842,0.666773158,-1,1,1,4,2,2,58,1,2,-2
417776,0.224927232,0.775072768,1,1,1,1,1,2,73,1,2,-2
417790,0.244335707,0.755664293,-1,1,1,2,1,2,59,1,2,-2
417882,0.514771707,0.485228293,-1,1,1,4,4,2,28,2,4,-2
417905,0.249015417,0.750984583,-1,1,-6,99,2,2,29,2,-6,-2
417912,0.224596571,0.775403429,1,1,1,3,1,2,71,2,2,-2
417936,0.869441571,0.130558429,2,1,2,6,7,1,69,1,2,-2
417943,0.59527784,0.40472216,3,6,1,6,5,2,34,2,3,-2
417967,0.431975244,0.568024756,-1,3,1,7,1,1,25,2,3,-2
417974,0.295147894,0.704852106,1,1,1,3,1,2,68,1,1,-2
417998,0.648877373,0.351122627,-1,1,-6,6,6,-9,-9,1,-6,-2
418014,0.262488173,0.737511827,1,3,1,4,2,1,55,2,2,-2
418021,0.673952131,0.326047869,2,1,1,4,5,2,24,1,3,-2
418038,0.878405956,0.121594044,2,1,1,6,7,1,72,2,1,-2
418069,0.488793316,0.511206684,-1,1,2,99,4,1,36,2,4,-2
418076,0.573744724,0.426255276,-1,1,1,4,4,2,62,1,1,-2
418083,0.512641568,0.487358432,1,1,1,4,4,1,45,2,2,-2
418090,0.243250786,0.756749214,1,1,1,1,1,2,38,1,1,-2
418106,0.209493546,0.790506454,1,1,1,2,1,2,60,2,2,-2
418137,0.838547903,0.161452097,2,1,1,6,7,1,62,2,2,-2
418144,0.341930358,0.658069642,2,1,2,99,2,1,54,2,4,-2
418168,0.659259803,0.340740197,3,1,1,4,6,1,54,1,3,-2
418175,0.257938365,0.742061635,1,1,1,2,1,2,33,1,1,-2
418182,0.863877235,0.136122765,2,6,1,6,7,1,46,2,1,-2
418199,0.767104396,0.232895604,2,1,1,6,7,1,80,2,-5,-2
418205,0.240706981,0.759293019,1,1,1,2,1,1,54,2,2,-2
418212,0.329348226,0.670651774,-1,1,-7,1,5,2,44,2,-7,-2
418229,0.744620801,0.255379199,2,4,1,6,7,2,58,2,2,-2
418250,0.299159571,0.700840429,1,1,1,4,3,2,20,2,2,-2
418267,0.880996069,0.119003931,2,3,1,6,7,1,50,1,1,-2
418304,0.446041325,0.553958675,2,1,1,1,7,1,-9,2,2,-2
418366,0.258365194,0.741634806,-1,1,1,99,2,2,53,2,2,-2
418397,0.523442897,0.476557103,2,1,1,4,5,1,36,2,2,-2
418465,0.435486846,0.564513154,1,1,1,6,3,2,39,2,2,-2
418472,0.213148164,0.786851836,1,1,1,2,1,1,62,2,1,-2
418489,0.267539069,0.732460931,-1,2,1,99,3,1,38,2,2,-2
418496,0.339839483,0.660160517,1,1,1,4,2,2,50,1,2,-2
418519,0.565037099,0.434962901,1,2,1,6,1,1,64,1,2,-2
418526,0.226342737,0.773657263,-1,2,1,3,1,2,64,1,-5,-2
418533,0.508191467,0.491808533,2,6,1,4,6,1,44,2,3,-2
418540,0.229760998,0.770239002,1,2,1,2,1,1,75,2,2,-2
418557,0.873254624,0.126745376,2,6,1,4,7,1,62,1,2,-2
418571,0.822919332,0.177080668,-1,1,1,6,7,1,-9,1,2,-2
418595,0.437902222,0.562097778,2,3,1,4,4,2,38,1,1,-2
418601,0.597459303,0.402540697,-1,5,-6,6,4,2,19,2,-6,-2
418618,0.298516963,0.701483037,-1,1,1,2,4,2,-9,1,2,-2
418625,0.501942659,0.498057341,-1,1,1,99,4,2,37,1,3,-2
418656,0.343239735,0.656760265,1,1,1,4,2,1,56,2,2,-2
418663,0.602221746,0.397778254,-1,1,-6,5,7,1,35,2,-6,-2
418700,0.486064911,0.513935089,1,3,2,99,4,2,25,1,4,-2
418755,0.655109916,0.344890084,2,1,1,5,5,2,80,1,1,-2
418786,0.215729739,0.784270261,1,1,1,2,1,2,37,2,2,-2
418816,0.207680587,0.792319413,1,4,1,4,3,1,77,2,3,-2
418823,0.677401638,0.322598362,2,1,1,5,7,2,54,2,3,-2
418861,0.638825792,0.361174208,-1,1,-6,1,7,1,80,1,-6,-2
418878,0.857729836,0.142270164,2,1,1,99,7,1,62,2,1,-2
418908,0.182641376,0.817358624,1,1,1,1,1,2,38,2,1,-2
418915,0.281447501,0.718552499,1,1,1,99,3,2,80,1,3,-2
418946,0.670120703,0.329879297,2,1,1,5,5,1,32,1,2,-2
418984,0.676380399,0.323619601,3,1,1,4,5,2,54,1,3,-2
419000,0.92807317,0.07192683,2,1,1,6,7,1,67,1,1,-2
419024,0.780572413,0.219427587,-1,1,-6,7,7,1,46,1,-6,-2
419109,0.564686971,0.435313029,2,1,1,4,6,1,29,1,3,-2
419123,0.287668556,0.712331444,-1,1,2,99,1,2,49,1,3,-2
419192,0.75936341,0.24063659,2,1,1,6,7,2,80,1,2,-2
419208,0.559375229,0.440624771,-1,1,1,99,4,2,27,1,2,-2
419215,0.839365976,0.160634024,2,3,1,7,7,1,45,1,2,-2
419239,0.178758355,0.821241645,1,3,1,3,1,2,52,2,2,-2
419291,0.270623339,0.729376661,1,1,1,1,2,2,22,2,2,-2
419307,0.319410582,0.680589418,1,1,1,3,2,2,37,1,3,-2
419352,0.535121338,0.464878662,2,1,1,5,5,2,67,2,3,-2
419390,0.609825663,0.390174337,1,1,2,5,6,1,22,1,3,-2
419413,0.511583009,0.488416991,2,1,1,5,4,1,27,2,3,-2
419444,0.234282838,0.765717162,1,1,1,2,1,2,33,2,2,-2
419451,0.501261187,0.498738813,-1,1,1,99,6,1,58,1,3,-2
419468,0.200998257,0.799001743,1,1,1,3,1,2,59,2,1,-2
419482,0.41845857,0.58154143,1,1,1,3,3,2,26,2,4,-2
419512,0.898325132,0.101674868,2,1,1,7,7,1,59,1,1,-2
419550,0.716185873,0.283814127,1,1,1,5,7,1,80,2,2,-2
419567,0.275812766,0.724187234,1,6,1,1,2,1,41,2,1,-2
419604,0.164140555,0.835859445,1,2,1,2,1,1,48,2,1,-2
419611,0.431990322,0.568009678,1,4,1,5,4,2,69,1,4,-2
419710,0.521271821,0.478728179,1,1,1,4,4,1,-9,-9,1,-2
419727,0.285380394,0.714619606,1,1,1,3,2,1,65,2,2,-2
419819,0.610459042,0.389540958,1,1,1,5,6,1,64,2,2,-2
419826,0.213608413,0.786391587,-1,2,1,1,1,1,79,1,1,-2
419833,0.292775408,0.707224592,1,1,1,4,3,1,39,2,3,-2
419864,0.543266877,0.456733123,1,1,1,4,5,2,48,2,3,-2
419871,0.234265294,0.765734706,1,1,1,2,1,1,66,2,2,-2
419895,0.82753476,0.17246524,2,1,1,6,7,1,67,1,3,-2
419932,0.453819782,0.546180218,2,1,1,4,4,2,24,2,1,-2
419956,0.37759082,0.62240918,1,1,1,3,4,2,52,2,3,-2
419970,0.26770667,0.73229333,1,2,1,3,1,1,73,1,3,-2
419987,0.200282688,0.799717312,-1,1,1,2,3,2,69,2,1,-2
420000,0.910011539,0.089988461,2,1,1,6,7,1,55,1,1,-2
420109,0.671789324,0.328210676,1,1,1,3,5,1,37,1,2,-2
420116,0.517000456,0.482999544,2,4,2,4,6,1,51,2,3,-2
420147,0.849271209,0.150728791,2,1,1,7,7,1,24,1,2,-2
420161,0.529178823,0.470821177,2,1,1,4,4,2,31,2,2,-2
420208,0.465575471,0.534424529,-1,-9,-6,-9,-9,-9,-9,-9,-6,-2
420215,0.623494513,0.376505487,-1,1,-6,4,6,1,42,1,-6,-2
420239,0.502613362,0.497386638,-1,1,1,99,4,1,36,2,3,-2
420246,0.264465381,0.735534619,1,2,1,3,2,1,58,2,3,-2
420260,0.308425667,0.691574333,1,6,1,4,3,2,30,2,2,-2
420291,0.857162223,0.142837777,1,1,1,6,5,1,26,1,1,-2
420338,0.692836597,0.307163403,2,1,1,6,6,1,68,1,4,-2
420345,0.244588525,0.755411475,1,1,1,3,1,2,67,2,3,-2
420352,0.330838006,0.669161994,1,1,1,99,2,2,62,1,2,-2
420376,0.431163142,0.568836858,1,1,1,3,3,2,26,1,3,-2
420390,0.462347643,0.537652357,-1,2,1,4,3,1,35,2,4,-2
420420,0.571794161,0.428205839,2,1,1,4,6,1,31,2,3,-2
420499,0.29557022,0.70442978,1,1,1,4,3,2,33,2,2,-2
420505,0.228549213,0.771450787,1,1,1,2,1,2,59,2,2,-2
420512,0.733571791,0.266428209,3,1,1,4,5,2,28,1,1,-2
420567,0.801267346,0.198732654,-1,3,1,6,7,2,39,1,2,-2
420581,0.243036346,0.756963654,1,1,1,3,2,1,19,2,1,-2
420635,0.336382344,0.663617656,-1,1,-6,4,2,1,-9,2,-6,-2
420659,0.568110948,0.431889052,-9,-9,1,6,6,1,46,2,3,-2
420666,0.641636671,0.358363329,1,5,2,6,4,1,62,1,2,-2
420673,0.663038558,0.336961442,2,1,1,4,4,1,20,1,4,-2
420710,0.206313171,0.793686829,1,1,1,2,1,1,66,2,2,-2
420734,0.444150851,0.555849149,-1,4,1,4,6,2,41,2,4,-2
420765,0.576081455,0.423918545,2,3,1,5,5,2,42,2,2,-2
420772,0.656991937,0.343008063,-1,1,1,6,5,2,33,2,2,-2
420789,0.520248543,0.479751457,-1,1,1,99,6,2,34,1,4,-2
420826,0.267423272,0.732576728,1,1,1,3,2,2,38,2,2,-2
420840,0.284380626,0.715619374,1,6,1,2,2,2,38,2,2,-2
420888,0.24983418,0.75016582,1,1,1,2,2,2,66,2,2,-2
420918,0.333055142,0.666944858,1,1,1,4,3,1,39,2,2,-2
420949,0.316935705,0.683064295,1,1,1,3,2,2,27,1,2,-2
420956,0.80217153,0.19782847,2,6,1,99,7,2,65,2,2,-2
421003,0.596735716,0.403264284,-1,1,1,99,5,2,36,2,3,-2
421034,0.229130742,0.770869258,-1,1,1,2,1,2,30,2,2,-2
421058,0.19656676,0.80343324,1,1,1,2,1,2,49,2,1,-2
421089,0.842844324,0.157155676,-1,1,-7,6,7,1,50,1,-7,-2
421119,0.830081998,0.169918002,2,1,1,7,7,1,80,2,1,-2
421126,0.585878058,0.414121942,1,1,1,5,5,1,42,2,2,-2
421218,0.842887444,0.157112556,2,1,1,6,7,1,80,1,2,-2
421232,0.451564104,0.548435896,-9,1,1,4,3,1,72,1,1,-2
421287,0.217054612,0.782945388,-1,1,2,2,1,2,45,2,2,-2
421324,0.841688223,0.158311777,-1,6,-6,6,7,2,58,1,-6,-2
421331,0.629216121,0.370783879,2,1,1,6,6,1,68,2,2,-2
421355,0.239115742,0.760884258,-1,3,-6,99,1,2,37,2,-6,-2
421379,0.731332584,0.268667416,2,1,1,5,7,2,62,2,1,-2
421430,0.437913475,0.562086525,1,1,1,4,4,2,80,2,2,-2
421454,0.420682897,0.579317103,1,1,1,3,3,1,73,1,1,-2
421478,0.453431877,0.546568123,1,1,1,4,4,2,79,2,1,-2
421508,0.721341474,0.278658526,2,1,2,7,5,1,55,2,3,-2
421553,0.591337122,0.408662878,1,1,1,4,4,1,73,1,2,-2
421560,0.699243505,0.300756495,-1,3,1,3,7,1,80,1,2,-2
421577,0.307849305,0.692150695,1,1,1,2,3,1,47,2,2,-2
421584,0.556276082,0.443723918,1,1,1,4,-8,2,21,1,3,-2
421591,0.316636254,0.683363746,1,2,1,99,2,1,68,1,2,-2
421614,0.209602744,0.790397256,1,2,1,3,1,1,37,2,2,-2
421621,0.603516261,0.396483739,2,1,1,4,6,1,61,1,4,-2
421652,0.429007883,0.570992117,-1,3,1,99,6,2,77,1,3,-2
421669,0.791074476,0.208925524,2,1,1,4,7,1,52,2,1,-2
421706,0.263666043,0.736333957,1,5,1,2,3,2,-9,1,2,-2
421805,0.243117362,0.756882638,1,1,1,4,1,2,61,2,3,-2
421843,0.27736329,0.72263671,1,1,1,2,2,2,43,2,3,-2
421898,0.468760729,0.531239271,1,1,2,99,4,1,69,2,3,-2
421911,0.259002957,0.740997043,1,1,1,5,2,1,-9,2,1,-2
421928,0.816560789,0.183439211,2,1,1,7,7,1,53,2,1,-2
421942,0.644167218,0.355832782,1,1,2,6,6,1,55,2,2,-2
421966,0.394692923,0.605307077,1,2,1,5,3,1,69,2,4,-2
421980,0.815506279,0.184493721,2,1,1,6,7,1,53,2,2,-2
421997,0.837630052,0.162369948,2,1,1,6,7,1,64,2,1,-2
422020,0.365141859,0.634858141,1,1,1,3,3,2,56,1,2,-2
422051,0.210979345,0.789020655,1,1,1,3,1,2,60,2,1,-2
422068,0.713013151,0.286986849,2,1,1,6,7,2,-9,1,2,-2
422075,0.461235852,0.538764148,-1,4,-6,3,4,1,24,1,-6,-2
422082,0.258799548,0.741200452,1,1,1,3,1,2,66,1,2,-2
422167,0.900429001,0.099570999,2,1,1,6,7,1,38,1,1,-2
422174,0.426700305,0.573299695,-1,1,1,5,6,1,-9,2,2,-2
422204,0.221321051,0.778678949,1,1,1,99,1,1,77,2,2,-2
422228,0.700868781,0.299131219,2,1,1,6,6,1,75,1,2,-2
422235,0.2420152,0.7579848,1,1,1,99,2,2,53,2,3,-2
422334,0.754591165,0.245408835,2,4,1,99,7,2,60,1,2,-2
422365,0.355705617,0.644294383,-1,-9,-6,4,-9,1,-9,2,-6,-2
422372,0.194304097,0.805695903,1,1,1,2,1,2,73,2,2,-2
422389,0.910091366,0.089908634,2,1,1,6,7,1,77,1,1,-2
422402,0.673231165,0.326768835,2,1,1,7,6,1,32,1,2,-2
422426,0.613814153,0.386185847,-1,6,1,4,4,1,40,1,3,-2
422464,0.378152376,0.621847624,-1,1,-6,4,4,2,42,2,-6,-2
422471,0.377222472,0.622777528,-1,1,-6,4,4,2,60,2,-6,-2
422495,0.167648816,0.832351184,1,3,1,99,1,1,53,2,1,-2
422525,0.198315389,0.801684611,1,1,1,99,1,2,65,2,3,-2
422549,0.183299031,0.816700969,1,2,1,2,1,1,42,2,1,-2
422563,0.22812726,0.77187274,1,1,1,1,1,1,60,2,1,-2
422587,0.509590746,0.490409254,-1,1,1,4,4,2,59,2,2,-2
422594,0.190366536,0.809633464,1,1,1,2,1,2,76,2,1,-2
422617,0.813690986,0.186309014,2,3,1,7,7,2,55,1,1,-2
422693,0.255264986,0.744735014,1,1,1,2,1,2,44,1,1,-2
422709,0.265081568,0.734918432,1,1,1,2,2,1,-9,1,1,-2
422730,0.529350207,0.470649793,4,5,1,99,4,1,66,1,1,-2
422754,0.889617231,0.110382769,2,1,1,5,7,1,62,1,1,-2
422761,0.791326489,0.208673511,2,1,1,6,5,1,75,1,-5,-2
422778,0.213596367,0.786403633,1,4,1,2,1,2,35,1,1,-2
422808,0.308424899,0.691575101,1,2,1,4,3,2,47,2,2,-2
422815,0.519294145,0.480705855,2,1,1,2,6,1,52,1,2,-2
422822,0.202728102,0.797271898,1,1,1,2,1,1,61,2,2,-2
422846,0.221311108,0.778688892,1,1,1,2,3,2,27,2,-5,-2
422853,0.326011574,0.673988426,2,3,1,4,3,2,43,1,2,-2
422884,0.304944317,0.695055683,1,1,1,3,1,2,29,1,1,-2
422976,0.797858782,0.202141218,2,1,1,7,7,2,73,2,1,-2
423016,0.359442293,0.640557707,2,1,1,2,4,2,54,2,3,-2
423047,0.473501721,0.526498279,2,1,1,4,4,1,50,2,3,-2
423078,0.303465936,0.696534064,1,1,1,3,2,2,56,2,2,-2
423085,0.740976198,0.259023802,-1,1,-6,6,7,2,76,1,-6,-2
423108,0.661411995,0.338588005,2,1,2,7,7,1,-9,1,3,-2
423115,0.781124312,0.218875688,2,1,1,6,7,1,40,-9,3,-2
423122,0.316345015,0.683654985,1,1,1,3,1,2,68,1,1,-2
423153,0.873088797,0.126911203,2,1,1,6,7,2,63,1,1,-2
423177,0.681687222,0.318312778,2,1,1,6,6,2,64,1,2,-2
423184,0.230101819,0.769898181,-1,1,-6,3,1,2,59,2,-6,-2
423207,0.224986075,0.775013925,1,6,1,1,1,2,25,2,2,-2
423214,0.703041703,0.296958297,-1,1,1,4,5,2,29,1,2,-2
423245,0.22968762,0.77031238,1,3,1,4,1,1,68,1,2,-2
423269,0.509877207,0.490122793,-1,1,-6,5,5,1,36,1,-6,-2
423276,0.310272194,0.689727806,1,1,1,3,3,2,62,2,2,-2
423283,0.438102889,0.561897111,1,1,1,4,4,1,80,2,2,-2
423290,0.804726543,0.195273457,2,1,1,7,7,1,-9,1,2,-2
423368,0.652622521,0.347377479,1,1,1,4,6,2,24,1,1,-2
423375,0.549389404,0.450610596,1,1,1,4,4,1,32,2,2,-2
423443,0.242436433,0.757563567,-1,1,1,4,2,2,-9,2,4,-2
423467,0.445516365,0.554483635,-1,-9,1,99,4,2,-9,-9,2,-2
423474,0.735452923,0.264547077,1,2,1,4,7,1,26,2,2,-2
423504,0.356907138,0.643092862,-1,6,1,4,3,1,64,2,2,-2
423511,0.467247721,0.532752279,1,1,1,5,3,1,80,1,2,-2
423528,0.762671594,0.237328406,2,1,1,7,7,2,59,2,2,-2
423573,0.238522446,0.761477554,1,1,1,3,1,1,79,1,2,-2
423580,0.519058911,0.480941089,-1,1,1,99,4,2,39,1,-5,-2
423597,0.578192099,0.421807901,1,1,1,4,5,1,76,2,2,-2
423610,0.294656573,0.705343427,1,1,1,2,3,2,23,2,3,-2
423627,0.189159532,0.810840468,1,1,1,2,1,2,65,2,1,-2
423665,0.27392124,0.72607876,1,3,1,2,3,2,62,1,2,-2
423696,0.414734986,0.585265014,-1,4,1,6,1,2,63,2,4,-2
423726,0.698623059,0.301376941,-1,1,-6,6,5,2,-9,1,-6,-2
423757,0.321292087,0.678707913,1,2,1,3,3,1,28,2,3,-2
423771,0.691564964,0.308435036,-1,3,-6,99,7,1,62,2,-6,-2
423788,0.29740485,0.70259515,1,1,1,2,1,1,80,1,1,-2
423795,0.864091124,0.135908876,2,1,1,6,7,1,65,2,1,-2
423801,0.278579476,0.721420524,1,1,1,1,2,2,38,1,1,-2
423818,0.641012291,0.358987709,2,1,1,6,6,2,41,1,3,-2
423832,0.295487435,0.704512565,-1,2,1,99,3,2,33,1,3,-2
423856,0.442516512,0.557483488,-1,1,1,3,3,1,64,1,1,-2
423870,0.869853209,0.130146791,2,1,1,6,7,2,46,1,1,-2
423894,0.772396983,0.227603017,2,1,1,99,7,1,80,1,3,-2
423917,0.327584803,0.672415197,-1,3,2,4,3,1,61,1,3,-2
423955,0.215638896,0.784361104,1,5,1,4,3,2,80,2,2,-2
423993,0.578201871,0.421798129,-1,6,1,4,5,1,31,2,2,-2
424026,0.49182101,0.50817899,1,2,2,2,4,1,23,2,3,-2
424040,0.444872725,0.555127275,1,1,1,4,4,2,63,2,1,-2
424057,0.279453081,0.720546919,1,2,1,3,3,1,47,2,3,-2
424071,0.203754122,0.796245878,1,1,1,1,1,2,69,2,2,-2
424095,0.232236804,0.767763196,-1,1,1,3,2,2,48,2,1,-2
424170,0.669035514,0.330964486,2,1,2,6,4,2,66,1,2,-2
424200,0.871878738,0.128121262,2,1,1,6,7,1,58,1,2,-2
424224,0.399597007,0.600402993,-1,1,-6,4,4,2,51,2,-6,-2
424231,0.192749348,0.807250652,1,2,1,2,1,1,68,2,2,-2
424323,0.760724141,0.239275859,2,1,1,6,7,1,56,2,2,-2
424347,0.830331182,0.169668818,2,1,2,99,7,1,73,1,2,-2
424385,0.21279898,0.78720102,1,1,1,1,1,2,46,1,1,-2
424439,0.831239707,0.168760293,2,1,1,6,7,2,59,1,2,-2
424453,0.782308062,0.217691938,2,1,1,99,7,1,66,2,2,-2
424477,0.534235864,0.465764136,1,4,1,6,6,1,20,1,2,-2
424521,0.201408987,0.798591013,-1,1,-6,2,3,2,27,2,-6,-2
424545,0.576966574,0.423033426,2,1,1,6,5,1,-9,2,2,-2
424569,0.22080302,0.77919698,1,3,1,1,1,1,60,1,1,-2
424590,0.514796931,0.485203069,1,6,1,4,4,2,78,1,1,-2
424613,0.814689191,0.185310809,2,1,1,6,7,2,52,2,2,-2
