caseid,p_romney,p_obama,presvote2012_x,dem_raceeth_x,discuss_disc,libcpre_self,pid_x,relig_church,dem_age_r_x,gender_respondent_x,paprofile_interestpolit,patriot_flag,sample_stfips
3860,0.814877395,0.185122605,2,1,1,6,6,1,47,2,2,1,48
3861,0.599863353,0.400136647,2,1,1,6,5,1,53,2,1,2,55
3862,0.050979962,0.949020038,1,1,1,1,3,2,20,1,3,5,6
3863,0.150349323,0.849650677,1,1,2,2,1,1,47,1,3,2,39
3864,0.860129704,0.139870296,2,1,1,6,6,1,71,2,2,1,29
3865,0.411131569,0.588868431,-2,1,1,4,1,2,32,2,4,3,18
3866,0.564393295,0.435606705,2,1,1,5,5,1,43,1,1,2,55
3867,0.443099417,0.556900583,-2,1,2,4,6,2,35,2,4,2,45
3868,0.126662902,0.873337098,1,5,2,4,1,1,35,2,3,2,6
3869,0.928231965,0.071768035,2,1,1,7,7,1,54,2,1,1,35
3870,0.032930988,0.967069012,-2,1,-7,2,1,2,63,2,1,-7,12
3871,0.102071193,0.897928807,1,5,1,1,1,1,57,2,1,5,55
3872,0.950652005,0.049347995,2,1,1,6,7,2,32,1,1,1,22
3873,0.810176179,0.189823821,2,1,1,4,5,1,65,1,3,2,48
3874,0.862677478,0.137322522,2,1,1,5,6,1,65,1,2,1,48
3875,0.577574726,0.422425274,2,1,1,6,6,2,69,1,3,1,36
3876,0.284865124,0.715134876,1,1,1,3,2,2,55,1,3,1,10
3877,0.313464332,0.686535668,1,1,1,4,1,2,64,1,1,3,12
3878,0.334139036,0.665860964,2,1,1,4,5,2,24,2,4,2,8
3879,0.969736417,0.030263583,2,1,1,6,7,1,76,1,1,1,28
3880,0.412222426,0.587777574,2,1,1,6,6,1,56,2,4,1,27
3881,0.37578371,0.62421629,1,1,1,4,6,2,56,1,2,4,55
3882,0.172769863,0.827230137,1,1,1,3,3,1,57,2,1,1,26
3883,0.183996102,0.816003898,1,2,1,2,1,1,67,2,3,1,12
3884,0.84051437,0.15948563,2,1,1,6,5,2,46,2,2,1,29
3885,0.845023661,0.154976339,2,1,1,6,5,1,75,2,1,1,42
3886,0.846717528,0.153282472,2,1,1,6,5,1,21,1,1,3,46
3887,0.380670809,0.619329191,2,1,1,7,5,2,65,2,1,2,25
3888,0.319877256,0.680122744,1,1,1,4,4,2,48,2,2,2,51
3889,0.852398373,0.147601627,2,1,2,6,6,1,63,1,3,1,45
3890,0.236038605,0.763961395,1,1,1,3,1,2,51,2,3,1,34
3891,0.865726749,0.134273251,-2,1,-6,6,5,2,67,2,2,-6,5
3892,0.386109196,0.613890804,-2,1,2,5,6,1,52,1,2,2,17
3893,0.058373127,0.941626873,1,1,1,2,1,2,85,1,1,3,6
3894,0.308055739,0.691944261,1,2,2,2,2,1,58,2,4,2,28
3895,0.951934487,0.048065513,2,1,1,6,7,1,62,1,1,1,26
3896,0.512513046,0.487486954,1,1,1,5,5,2,42,1,2,3,39
3897,0.537951061,0.462048939,2,1,1,4,6,2,28,1,3,1,37
3898,0.901916152,0.098083848,2,1,1,7,7,1,44,2,2,1,51
3899,0.244004426,0.755995574,-2,6,2,4,4,2,60,1,2,1,6
3900,0.138838495,0.861161505,1,2,1,2,3,1,61,2,2,4,29
3901,0.807671599,0.192328401,2,1,2,3,7,1,53,1,2,1,18
3902,0.200155159,0.799844841,-2,5,2,4,4,1,42,2,4,3,6
3903,0.939272501,0.060727499,2,1,1,6,7,1,70,2,2,1,12
3904,0.580943502,0.419056498,2,1,2,3,5,2,52,2,3,3,46
3905,0.137793665,0.862206335,-9,1,2,3,2,2,44,1,3,3,6
3906,0.801866599,0.198133401,2,1,1,6,7,2,41,2,3,1,32
3907,0.209822819,0.790177181,1,2,1,4,1,2,54,1,3,3,12
3908,0.729104601,0.270895399,2,1,1,5,7,1,79,2,1,2,23
3909,0.199685816,0.800314184,-2,1,1,3,3,2,47,2,4,3,33
3910,0.612656897,0.387343103,1,2,2,6,1,1,57,1,4,1,48
3911,0.919187524,0.080812476,2,1,1,6,7,1,71,1,2,1,17
3912,0.289454445,0.710545555,2,1,1,5,5,2,70,2,1,2,36
3913,0.058137241,0.941862759,1,1,1,2,1,2,59,1,1,4,25
3914,0.740016895,0.259983105,2,1,1,6,5,1,41,1,2,2,18
3915,0.786038688,0.213961312,2,1,1,5,7,2,78,2,1,1,41
3916,0.096439511,0.903560489,1,1,1,1,1,2,68,2,3,2,27
3917,0.579155198,0.420844802,2,1,1,6,6,2,60,2,1,2,48
3918,0.797976882,0.202023118,2,1,2,5,7,1,73,1,3,2,55
3919,0.186003882,0.813996118,1,1,1,4,2,2,65,2,2,1,25
3920,0.072671843,0.927328157,1,1,1,1,1,1,48,1,1,2,26
3921,0.117857239,0.882142761,1,2,1,2,1,1,66,2,2,2,13
3922,0.442190313,0.557809687,2,1,2,4,5,1,84,1,2,2,41
3923,0.120357262,0.879642738,1,2,1,2,1,1,53,2,2,2,21
3924,0.86529951,0.13470049,2,5,1,5,5,1,66,1,1,1,4
3925,0.581851635,0.418148365,-2,1,-7,6,6,1,52,1,4,-7,55
3926,0.390752176,0.609247824,2,1,1,4,6,2,58,1,3,2,8
3927,0.853302073,0.146697927,-2,1,-6,6,7,1,45,1,3,-6,55
3928,0.071624237,0.928375763,1,2,1,3,2,2,61,2,2,4,42
3929,0.26416265,0.73583735,1,2,1,2,7,1,52,2,2,3,42
3930,0.573629144,0.426370856,2,1,1,3,5,1,47,2,1,1,19
3931,0.8748168,0.1251832,2,1,1,4,7,1,66,1,1,1,6
3932,0.030350384,0.969649616,1,2,1,2,1,1,64,2,1,3,24
3933,0.239049684,0.760950316,1,1,2,5,1,1,64,1,2,2,26
3934,0.32528683,0.67471317,-2,1,2,6,6,1,74,2,3,2,6
3935,0.364657883,0.635342117,1,1,2,4,2,1,86,2,1,1,26
3936,0.07440745,0.92559255,1,1,1,2,1,2,69,2,1,3,17
3937,0.181022308,0.818977692,1,1,1,3,3,1,67,2,1,2,20
3938,0.956089941,0.043910059,2,1,1,6,7,2,57,1,1,1,45
3939,0.336764213,0.663235787,1,1,2,3,2,1,88,1,1,1,6
3940,0.321703539,0.678296461,1,1,2,4,6,2,78,2,2,1,53
3941,0.796660544,0.203339456,2,1,1,6,6,2,62,2,1,1,4
3942,0.392705943,0.607294057,1,2,1,7,1,1,56,1,1,1,18
3943,0.211135997,0.788864003,1,6,1,4,1,1,76,2,2,2,12
3944,0.083622407,0.916377593,1,2,1,4,1,1,77,1,1,2,42
3945,0.461685367,0.538314633,-2,1,1,4,4,2,36,2,4,3,13
3946,0.729888664,0.270111336,2,1,1,6,5,1,41,1,3,1,6
3947,0.906728395,0.093271605,2,1,1,6,5,1,58,1,1,1,55
3948,0.959985724,0.040014276,2,5,1,6,7,1,44,1,1,1,48
3949,0.963039873,0.036960127,2,1,1,6,7,1,63,1,1,1,8
3950,0.304576023,0.695423977,-2,1,2,4,4,1,66,2,2,5,51
3951,0.24415357,0.75584643,5,1,1,3,1,1,74,1,4,2,27
3952,0.924328925,0.075671075,2,6,1,7,7,1,50,1,2,1,39
3953,0.325228573,0.674771427,-2,1,-7,4,6,2,82,1,4,-7,27
3954,0.236952915,0.763047085,1,1,1,4,4,1,48,2,2,3,24
3955,0.076182131,0.923817869,1,2,1,2,1,1,59,1,2,2,12
3956,0.919339105,0.080660895,2,1,1,5,7,1,60,2,1,1,12
3957,0.227680283,0.772319717,1,1,1,4,1,1,67,2,1,1,42
3958,0.849645763,0.150354237,2,1,1,6,5,2,62,2,2,1,22
3959,0.319560017,0.680439983,2,1,1,6,6,1,49,2,2,2,27
3960,0.205642536,0.794357464,1,1,1,5,2,1,86,1,1,2,36
3961,0.105629776,0.894370224,-2,2,2,4,4,1,57,2,3,2,25
3962,0.942618441,0.057381559,2,1,1,6,5,1,58,1,1,1,28
3963,0.949367118,0.050632882,2,1,1,7,7,1,77,2,2,1,4
3964,0.198423006,0.801576994,2,1,1,4,6,1,67,2,3,2,6
3965,0.742454801,0.257545199,-2,5,-7,6,6,1,45,1,1,-7,6
3966,0.482679847,0.517320153,2,5,1,4,5,2,72,2,1,1,6
3967,0.805813679,0.194186321,-2,1,-7,6,6,1,73,2,2,-7,16
3968,0.207393528,0.792606472,1,1,1,1,2,2,61,1,1,5,48
3969,0.780738975,0.219261025,2,1,1,4,4,1,58,1,1,1,29
3970,0.768292408,0.231707592,2,1,1,7,5,2,73,1,1,2,18
3971,0.434864078,0.565135922,2,1,1,4,6,1,59,1,2,1,34
3972,0.711771773,0.288228227,2,1,1,5,7,1,50,1,1,2,25
3973,0.145427513,0.854572487,1,2,1,5,3,1,50,1,2,2,48
3974,0.782334798,0.217665202,-2,1,2,6,7,2,51,1,2,5,47
3975,0.593411339,0.406588661,-2,1,-6,5,6,1,53,2,2,-6,12
3976,0.907497497,0.092502503,2,1,1,7,7,1,41,1,2,1,53
3977,0.117127018,0.882872982,1,1,2,5,3,2,69,1,3,2,25
3978,0.110375749,0.889624251,1,2,1,4,1,1,60,2,2,2,37
3979,0.319282769,0.680717231,2,1,2,4,6,1,85,2,2,2,55
3980,0.410731699,0.589268301,1,2,1,6,1,1,70,2,2,1,13
3981,0.052147544,0.947852456,1,2,1,4,1,1,61,2,2,2,24
3982,0.213925371,0.786074629,1,5,2,4,2,1,51,2,3,1,36
3983,0.079725693,0.920274307,1,1,1,2,1,2,51,2,2,1,25
3984,0.030625698,0.969374302,1,2,1,2,1,1,62,1,2,1,6
3985,0.625857654,0.374142346,2,1,2,5,5,2,32,1,2,1,39
3986,0.455324827,0.544675173,2,1,1,5,6,2,63,1,3,2,55
3987,0.192972979,0.807027021,1,2,1,6,1,1,72,2,1,2,37
3988,0.296861004,0.703138996,1,1,1,5,1,1,64,1,1,2,37
3989,0.343032701,0.656967299,2,5,1,5,4,1,52,2,2,2,12
3990,0.140115453,0.859884547,1,1,2,4,3,2,49,2,4,1,6
3991,0.944765484,0.055234516,2,1,1,6,7,1,73,2,1,1,8
3992,0.313284148,0.686715852,2,1,1,4,4,2,56,1,2,2,55
3993,0.390607712,0.609392288,-2,1,1,6,6,1,20,1,3,2,36
3994,0.317422309,0.682577691,1,1,1,2,1,2,60,2,2,1,21
3995,0.196617846,0.803382154,1,6,2,4,2,2,27,2,4,3,36
3996,0.846778417,0.153221583,2,1,1,6,7,2,44,1,2,1,36
3997,0.889163459,0.110836541,2,1,1,6,7,1,65,1,1,2,24
3998,0.170630372,0.829369628,1,1,2,4,3,1,45,1,4,3,36
3999,0.143988292,0.856011708,1,5,1,2,1,1,38,1,3,1,6
4000,0.174314634,0.825685366,1,5,1,2,1,2,72,1,1,1,12
4001,0.822943694,0.177056306,2,1,1,4,5,1,57,2,3,1,22
4002,0.425636962,0.574363038,-2,1,2,4,4,2,61,1,4,2,51
4003,0.487474228,0.512525772,-2,1,2,5,4,2,55,2,4,3,18
4004,0.562679989,0.437320011,1,1,1,4,2,1,57,1,1,1,37
4005,0.673723796,0.326276204,2,1,2,5,5,1,50,2,4,1,37
4006,0.950420785,0.049579215,2,1,1,6,7,1,67,1,1,1,42
4007,0.122784192,0.877215808,1,5,1,4,1,1,52,1,1,3,36
4008,0.190329378,0.809670622,1,1,1,2,2,2,83,2,2,3,12
4009,0.865478446,0.134521554,2,1,1,6,7,2,61,2,2,2,48
4010,0.532451827,0.467548173,-2,1,1,5,6,1,58,1,2,1,36
4011,0.17426932,0.82573068,1,1,1,2,1,2,56,2,1,2,47
4012,0.948084968,0.051915032,2,1,1,6,7,2,82,1,1,1,8
4013,0.765940268,0.234059732,1,2,1,6,7,2,44,1,2,1,39
4014,0.723727496,0.276272504,2,1,2,5,5,1,40,2,4,1,13
4015,0.953716893,0.046283107,2,1,1,7,7,1,33,2,1,1,4
4016,0.638494024,0.361505976,2,1,1,6,7,1,62,2,3,2,36
4017,0.165651072,0.834348928,-2,3,2,3,4,2,32,2,4,3,15
4018,0.564035647,0.435964353,2,1,1,6,7,1,54,2,3,2,9
4019,0.118866836,0.881133164,1,2,1,4,2,2,55,1,1,4,42
4020,0.051515093,0.948484907,1,2,1,4,1,1,55,2,2,4,17
4021,0.828691823,0.171308177,-2,1,-7,6,6,1,41,1,3,-7,48
4022,0.244925778,0.755074222,1,1,1,3,1,2,69,2,2,1,19
4023,0.893218577,0.106781423,-2,6,-6,6,5,2,68,2,1,-6,48
4024,0.146731056,0.853268944,1,1,1,2,1,2,57,1,3,3,27
4025,0.718153865,0.281846135,5,1,1,5,4,1,67,1,1,1,26
4026,0.123577039,0.876422961,1,1,1,3,3,1,22,2,3,2,34
4027,0.12961394,0.87038606,1,1,1,2,1,1,57,1,1,3,19
4028,0.289462264,0.710537736,2,5,2,4,2,1,63,2,2,1,42
4029,0.831266534,0.168733466,2,1,1,6,7,2,34,1,2,1,41
4030,0.408206768,0.591793232,-2,1,-7,4,3,2,71,1,3,-7,48
4031,0.917318724,0.082681276,2,5,1,7,7,1,49,2,2,1,1
4032,0.273672112,0.726327888,2,1,1,5,6,1,65,2,3,2,36
4033,0.421654893,0.578345107,2,1,1,4,4,1,83,2,1,1,26
4034,0.541407116,0.458592884,1,1,1,4,2,2,63,1,2,3,13
4035,0.118029945,0.881970055,1,1,1,2,3,2,52,2,3,1,17
4036,0.115166463,0.884833537,1,1,1,3,4,2,80,2,1,2,6
4037,0.919742512,0.080257488,2,1,1,7,7,1,73,2,1,2,5
4038,0.931724025,0.068275975,2,1,1,6,7,1,60,1,1,1,31
4039,0.906713449,0.093286551,2,3,1,6,7,1,24,1,1,1,6
4040,0.311976552,0.688023448,2,2,1,4,5,1,62,2,1,2,12
4041,0.099174973,0.900825027,1,1,2,4,3,1,65,2,3,2,6
4042,0.700181262,0.299818738,2,1,2,4,5,2,31,1,4,4,1
4043,0.884556275,0.115443725,2,6,1,6,5,2,59,1,2,1,13
4044,0.24410473,0.75589527,1,2,1,3,2,2,18,2,2,3,45
4045,0.035315199,0.964684801,1,1,1,1,2,2,59,2,2,4,6
4046,0.934938917,0.065061083,1,1,1,5,7,2,62,1,1,1,12
4047,0.198075443,0.801924557,1,1,1,4,2,2,33,2,1,3,42
4048,0.244184777,0.755815223,-2,5,2,4,3,1,20,1,3,2,8
4049,0.09761024,0.90238976,-2,1,1,2,1,2,35,1,1,1,34
4050,0.439457182,0.560542818,-2,2,2,-9,4,-9,54,2,4,-9,22
4051,0.688302848,0.311697152,1,1,2,4,2,2,84,1,3,1,48
4052,0.127027917,0.872972083,1,1,2,5,1,2,61,2,3,2,6
4053,0.604838365,0.395161635,1,1,1,4,4,2,65,1,1,3,4
4054,0.253814977,0.746185023,1,1,1,2,1,2,56,2,1,3,54
4055,0.190906646,0.809093354,1,1,1,3,1,2,52,1,1,3,42
4056,0.099021932,0.900978068,-2,1,-6,4,3,2,31,2,2,-6,12
4057,0.698368506,0.301631494,2,1,1,4,6,1,75,1,2,1,54
4058,0.310854753,0.689145247,2,1,1,3,5,1,33,2,3,5,55
4059,0.66770389,0.33229611,-2,1,1,6,4,1,66,2,4,-9,48
4060,0.66387349,0.33612651,1,1,1,4,2,1,63,1,3,1,54
4061,0.086479895,0.913520105,1,1,1,4,3,2,60,1,3,5,6
4062,0.506537018,0.493462982,1,1,1,5,2,2,80,1,3,1,42
4063,0.401035849,0.598964151,1,2,1,6,6,1,47,1,1,1,6
4064,0.046647115,0.953352885,1,1,1,2,2,2,54,1,1,2,6
4065,0.579289849,0.420710151,2,5,1,5,6,2,48,1,3,2,48
4066,0.324378178,0.675621822,1,1,1,2,1,2,29,2,3,4,49
4067,0.772570197,0.227429803,2,1,1,5,7,2,46,1,1,2,32
4068,0.916690623,0.083309377,2,1,1,6,5,1,80,2,1,1,48
4069,0.087919389,0.912080611,1,2,1,4,4,1,48,2,1,1,36
4070,0.171002705,0.828997295,1,2,1,2,1,1,54,2,2,2,28
4071,0.094593777,0.905406223,1,2,1,4,3,2,58,1,2,1,39
4072,0.134317948,0.865682052,1,1,2,5,2,2,71,2,3,2,6
4073,0.778131708,0.221868292,2,1,2,6,5,2,60,1,3,2,40
4074,0.701979732,0.298020268,2,1,1,6,7,1,58,2,1,2,41
4075,0.629512503,0.370487497,2,1,2,6,6,1,71,1,1,3,39
4076,0.183020783,0.816979217,1,2,1,4,2,1,62,1,2,3,32
4077,0.842885206,0.157114794,2,1,2,4,7,1,18,1,2,2,49
4078,0.465434801,0.534565199,2,1,2,4,4,2,67,1,3,2,51
4079,0.559302511,0.440697489,-2,1,2,2,1,1,38,1,4,1,29
4080,0.084322377,0.915677623,1,2,2,2,1,2,49,1,4,4,11
4081,0.261500214,0.738499786,1,5,2,5,3,1,25,1,4,2,12
4082,0.052467767,0.947532233,1,5,1,2,1,1,40,2,2,1,6
4083,0.238954131,0.761045869,1,1,1,4,2,1,55,1,1,3,17
4084,0.507507579,0.492492421,2,1,1,3,4,2,22,1,2,1,20
4085,0.663132463,0.336867537,2,1,1,7,5,1,49,1,1,2,53
4086,0.567850219,0.432149781,-2,1,2,4,2,2,51,1,3,3,47
4087,0.177257299,0.822742701,1,5,2,3,1,1,61,1,2,1,36
4088,0.680888034,0.319111966,2,1,1,6,6,1,59,1,2,1,17
4089,0.69525131,0.30474869,2,1,1,3,7,2,47,1,3,1,36
4090,0.901791093,0.098208907,2,3,1,7,7,1,44,2,2,1,21
4091,0.337570683,0.662429317,-2,4,1,4,4,2,55,2,1,2,40
4092,0.684767393,0.315232607,2,1,2,5,5,1,75,1,3,1,27
4093,0.401983435,0.598016565,-2,4,2,4,4,2,79,2,3,1,37
4094,0.140058304,0.859941696,1,2,1,1,1,2,35,1,2,3,13
4095,0.345147234,0.654852766,-2,5,2,4,1,2,57,2,3,2,4
4096,0.453516328,0.546483672,1,2,2,4,2,1,79,2,3,1,13
4097,0.03891656,0.96108344,1,2,1,1,1,1,58,2,2,2,39
4098,0.91751274,0.08248726,-2,1,-6,6,5,1,66,2,1,-6,5
4099,0.884021022,0.115978978,2,1,1,6,7,2,69,1,1,2,8
4100,0.794723573,0.205276427,2,1,1,6,6,2,65,1,2,1,18
4101,0.0741395,0.9258605,1,2,1,4,1,1,73,2,1,1,24
4102,0.728550761,0.271449239,2,1,1,6,7,2,60,2,2,4,55
4103,0.931398459,0.068601541,2,1,1,7,7,1,61,2,1,1,18
4104,0.171824675,0.828175325,1,1,2,3,1,1,58,2,3,2,24
4105,0.615174237,0.384825763,2,6,1,5,5,2,59,2,2,1,31
4106,0.574389209,0.425610791,2,1,1,6,5,1,67,1,3,2,36
4107,0.688863361,0.311136639,-2,1,-6,6,4,2,67,1,4,-6,51
4108,0.764827855,0.235172145,2,1,1,4,7,1,87,2,1,1,6
4109,0.019035714,0.980964286,-2,1,-7,1,1,2,40,1,1,-7,6
4110,0.885934819,0.114065181,-2,1,1,6,7,1,32,2,2,1,55
4111,0.049116648,0.950883352,1,1,1,2,1,1,75,2,1,3,6
4112,0.206154171,0.793845829,-2,5,2,4,2,2,64,1,4,3,6
4113,0.74784682,0.25215318,2,1,1,6,5,1,72,2,1,1,17
4114,0.717609928,0.282390072,-9,1,2,5,2,1,44,2,3,1,49
4115,0.351864731,0.648135269,1,1,2,5,6,1,23,2,4,2,26
4116,0.830290176,0.169709824,2,1,1,4,5,1,67,2,2,1,45
4117,0.744802096,0.255197904,2,1,1,6,4,2,49,2,1,1,18
4118,0.406981077,0.593018923,1,2,2,4,1,1,55,2,3,3,28
4119,0.111390329,0.888609671,1,1,1,3,1,1,70,1,1,4,36
4120,0.805749319,0.194250681,-2,1,2,6,6,1,54,1,3,3,48
4121,0.131269435,0.868730565,1,1,1,3,2,2,53,2,3,5,34
4122,0.29476874,0.70523126,2,1,1,4,4,1,73,2,1,1,6
4123,0.061187751,0.938812249,1,1,1,1,3,1,57,1,1,5,24
4124,0.104255052,0.895744948,1,2,1,3,1,1,60,2,2,2,51
4125,0.469498779,0.530501221,1,1,2,4,2,1,51,2,2,2,16
4126,0.937602447,0.062397553,2,1,1,6,7,1,74,2,2,1,16
4127,0.015982632,0.984017368,-2,2,-6,1,1,1,56,2,1,-6,36
4128,0.968529365,0.031470635,2,1,1,6,7,1,69,1,2,1,48
4129,0.211263211,0.788736789,1,1,1,3,2,1,54,2,1,2,37
4130,0.245725941,0.754274059,-2,1,2,4,4,2,54,2,4,1,6
4131,0.024622862,0.975377138,-2,1,-6,2,3,1,59,2,2,-6,36
4132,0.940759775,0.059240225,2,1,2,6,7,1,67,2,3,1,4
4133,0.178972616,0.821027384,-2,1,-7,4,4,2,52,2,3,-7,53
4134,0.87118012,0.12881988,2,1,1,6,7,2,37,2,2,1,51
4135,0.91053094,0.08946906,2,1,1,7,7,1,70,2,1,2,40
4136,0.564020878,0.435979122,2,1,1,6,6,1,29,1,1,4,32
4137,0.278526569,0.721473431,1,5,1,5,2,2,68,1,1,1,6
4138,0.072659845,0.927340155,1,1,1,2,3,1,47,1,2,2,53
4139,0.041575221,0.958424779,1,2,1,2,1,1,64,2,2,3,17
4140,0.208177372,0.791822628,1,1,2,4,2,1,74,2,2,1,6
4141,0.744980475,0.255019525,2,1,2,7,7,1,36,2,3,3,39
4142,0.065851874,0.934148126,1,2,1,2,1,1,24,2,2,1,32
4143,0.120153606,0.879846394,1,2,1,4,4,1,54,1,1,3,44
4144,0.210940013,0.789059987,-2,2,1,4,4,2,33,2,-9,3,28
4145,0.292912227,0.707087773,2,1,2,4,3,1,72,2,1,1,2
4146,0.383918803,0.616081197,1,2,1,5,4,1,61,1,1,1,37
4147,0.08893961,0.91106039,1,2,1,2,1,1,63,2,3,1,24
4148,0.511159136,0.488840864,-2,6,1,5,2,1,45,1,2,2,47
4149,0.588580004,0.411419996,2,1,1,6,1,1,68,1,1,1,51
4150,0.034963253,0.965036747,1,1,1,2,1,2,44,2,1,3,6
4151,0.263895356,0.736104644,-2,1,-7,4,7,2,48,2,4,-7,6
4152,0.072382062,0.927617938,1,2,1,3,3,1,65,2,1,1,26
4153,0.857570458,0.142429542,2,1,1,5,7,1,66,2,1,1,53
4154,0.484275851,0.515724149,2,1,2,4,4,2,60,2,3,1,12
4155,0.254904381,0.745095619,1,2,1,4,2,1,56,1,1,5,13
4156,0.078676533,0.921323467,1,1,1,2,1,2,55,2,2,2,44
4157,0.636277035,0.363722965,2,1,2,4,6,2,76,2,3,3,48
4158,0.351958827,0.648041173,2,1,1,5,5,2,55,1,1,2,25
4159,0.665805939,0.334194061,2,1,2,4,6,1,72,1,2,1,18
4160,0.280540984,0.719459016,1,1,1,3,3,2,40,1,1,2,47
4161,0.718664159,0.281335841,2,1,1,6,5,2,56,1,1,1,44
4162,0.157879249,0.842120751,1,1,1,3,1,1,59,2,2,3,17
4163,0.102618241,0.897381759,1,1,1,3,1,2,48,1,1,3,6
4164,0.290415993,0.709584007,1,2,2,4,1,1,61,1,4,4,51
4165,0.159227401,0.840772599,1,2,1,3,1,1,69,1,1,2,48
4166,0.228725904,0.771274096,1,1,1,3,3,2,43,1,2,3,37
4167,0.491818926,0.508181074,2,5,1,6,7,1,20,2,4,2,6
4168,0.150885477,0.849114523,1,3,1,4,3,1,24,1,3,2,24
4169,0.219586354,0.780413646,1,2,2,3,2,1,42,1,4,3,39
4170,0.086877888,0.913122112,-2,2,1,4,2,1,56,2,2,3,11
4171,0.84750573,0.15249427,2,1,1,4,7,2,64,2,1,1,40
4172,0.623865135,0.376134865,2,1,1,5,4,1,61,1,2,4,22
4173,0.787743153,0.212256847,2,1,1,6,5,2,78,2,1,1,26
4174,0.433967323,0.566032677,1,5,1,4,1,1,59,1,2,1,48
4175,0.893135633,0.106864367,2,4,1,6,7,1,34,1,1,1,41
4176,0.358474869,0.641525131,1,2,2,4,4,2,55,1,2,2,29
4177,0.341011447,0.658988553,-2,1,1,4,4,1,43,1,-9,4,55
4178,0.213445064,0.786554936,2,1,1,2,4,1,66,1,2,1,34
4179,0.14764073,0.85235927,1,2,1,1,1,1,53,2,2,1,48
4180,0.041026863,0.958973137,-2,1,-7,4,3,2,48,2,1,-7,24
4181,0.047562835,0.952437165,1,5,1,2,1,1,23,1,1,2,6
4182,0.155959007,0.844040993,1,1,1,3,3,2,43,1,1,3,39
4183,0.296042735,0.703957265,1,5,1,3,2,2,41,1,3,2,12
4184,0.088596869,0.911403131,1,1,1,4,3,2,67,1,1,2,25
4185,0.467257711,0.532742289,-2,1,2,4,4,2,54,2,4,-9,18
4186,0.380365233,0.619634767,-2,1,2,4,4,2,66,2,4,3,42
4187,0.162132778,0.837867222,1,5,2,4,3,1,70,2,2,1,24
4188,0.42953857,0.57046143,5,1,1,5,5,2,27,1,1,2,23
4189,0.029735995,0.970264005,1,2,1,2,1,1,62,1,2,2,24
4190,0.960932332,0.039067668,-2,1,1,6,7,1,72,1,1,1,37
4191,0.854103055,0.145896945,2,1,1,6,7,1,80,1,2,2,35
4192,0.679780111,0.320219889,-2,1,2,6,6,1,64,2,2,2,48
4193,0.425584868,0.574415132,1,1,2,6,3,2,55,1,2,1,18
4194,0.323104199,0.676895801,1,2,2,4,1,1,63,2,3,2,1
4195,0.043231249,0.956768751,1,1,1,2,1,2,67,1,1,4,6
4196,0.739855459,0.260144541,2,1,1,6,5,1,63,2,2,1,24
4197,0.131450414,0.868549586,1,1,2,4,1,2,39,2,2,1,6
4198,0.229945225,0.770054775,-2,1,2,2,7,1,20,2,2,2,36
4199,0.254903187,0.745096813,1,1,1,4,1,1,69,2,2,1,55
4200,0.250593702,0.749406298,2,1,1,5,6,1,82,2,1,2,9
4201,0.557314497,0.442685503,5,1,2,5,5,1,40,1,3,2,55
4202,0.849959304,0.150040696,-2,1,1,6,7,1,55,2,3,1,39
4203,0.642935631,0.357064369,1,1,2,4,5,2,60,1,3,1,53
4204,0.026937298,0.973062702,-2,2,-7,3,1,2,53,1,1,-7,53
4205,0.362385992,0.637614008,2,1,1,4,2,2,59,2,4,1,42
4206,0.716519634,0.283480366,-2,1,-7,4,6,1,30,1,3,-7,49
4207,0.116046209,0.883953791,1,1,1,4,3,1,29,1,2,2,27
4208,0.268256651,0.731743349,1,1,1,4,2,1,57,2,3,1,41
4209,0.791267283,0.208732717,2,1,1,5,5,1,56,2,1,1,12
4210,0.881984674,0.118015326,2,1,1,6,7,2,69,1,1,2,8
4211,0.105727906,0.894272094,5,1,2,1,1,2,37,1,3,1,6
4212,0.844396236,0.155603764,2,1,1,6,5,1,59,1,1,2,21
4213,0.091650096,0.908349904,1,1,1,2,3,2,56,2,1,5,51
4214,0.597883752,0.402116248,2,1,1,6,6,2,64,1,3,3,31
4215,0.204418988,0.795581012,-2,1,1,4,1,2,58,2,3,1,6
4216,0.07258506,0.92741494,1,1,1,4,3,2,44,1,2,2,36
4217,0.155603389,0.844396611,-2,5,1,5,3,1,34,1,4,3,6
4218,0.392730874,0.607269126,2,1,1,6,4,2,61,1,2,4,27
4219,0.285637996,0.714362004,1,1,1,4,2,2,75,1,2,2,42
4220,0.787031824,0.212968176,2,6,1,6,4,2,83,1,1,1,32
4221,0.054309655,0.945690345,1,1,1,2,1,2,82,2,1,1,6
4222,0.801912668,0.198087332,2,1,2,4,5,1,57,2,2,1,1
4223,0.068157353,0.931842647,1,2,1,4,1,1,43,2,3,4,11
4224,0.067815454,0.932184546,2,1,1,2,2,2,55,2,1,1,6
4225,0.132993094,0.867006906,1,1,1,4,1,2,68,2,2,1,6
4226,0.917633582,0.082366418,2,1,1,6,7,2,80,1,2,1,42
4227,0.866928524,0.133071476,2,1,1,6,7,1,50,1,2,2,26
4228,0.903871369,0.096128631,2,1,1,7,5,1,71,2,1,1,47
4229,0.851712378,0.148287622,2,1,1,6,5,2,67,1,1,1,6
4230,0.475585473,0.524414527,2,1,1,4,4,1,48,2,2,2,21
4231,0.907727602,0.092272398,-2,1,1,5,7,2,54,1,3,1,48
