ID,Inc,Hisp,Age,WHITE,Gender
R_56VOQ7LXFOJpBGJ,Prefer not to answer,,,,Female
R_01m7PzvW3rnT5Cl,Prefer not to answer,Not Hispanic,,White,Male
R_8IGT1oymJC0irWd,$75K to $100K,Not Hispanic,23,White,Female
R_5vdrSz5gKluHBD7,$100K to $150K,Not Hispanic,70,Non-white,Male
R_dbbKBCR5zlVQEu1,$25K to $50K,Not Hispanic,73,White,Female
R_6xRmQmQ5DhQo6jz,$100K to $150K,Not Hispanic,58,White,Male
R_blQTYjWCnMajo1f,Less than $15K,,60,White,Male
R_77lJywbs1B8Ugsd,$15K to $25K,Not Hispanic,,Non-white,Female
R_9XD9ppJMZJVSYRL,Prefer not to answer,Not Hispanic,41,Non-white,Male
R_4OT8nSgNICSjo2h,$150K to $200K,Hispanic,31,White,Female
R_0UFluedMcpOzSvP,Prefer not to answer,Not Hispanic,,White,Female
R_9QB3FrJEtMyhpWJ,$50K to $75K,Not Hispanic,47,White,Female
R_6yeSyANHUjUrTEx,$15K to $25K,Not Hispanic,,White,Female
R_088ofZ5GPU71Y9L,$50K to $75K,Not Hispanic,68,White,Male
R_dgLmt3VYtpteCKV,$75K to $100K,Not Hispanic,54,White,Male
R_eA8s2SHIquinto9,$150K to $200K,Not Hispanic,36,White,Female
R_5dvNcwOxtTlU7Nb,$50K to $75K,Not Hispanic,46,White,Female
R_2DYSqAUwZ2spLbH,,,,,
R_2amlmGBwctqJbbY,,,,,
R_1CllS3vB3ibv3LW,$100K to $150K,Not Hispanic,26,White,Female
R_1ilNc0NLRhmH4Uw,$250K to $500K,Not Hispanic,32,Non-white,Male
R_3n9si6nQlNJsHYZ,$15K to $25K,Not Hispanic,69,White,Male
R_1MWeCFHwjl7UeHM,$75K to $100K,Not Hispanic,15,White,Female
R_1EXKVO4eIbnVRVr,$75K to $100K,Not Hispanic,27,White,Female
R_8GgW8RogpOD0U8h,$15K to $25K,Not Hispanic,25,White,Female
R_2B4BogJ03fyG54E,$150K to $200K,Not Hispanic,28,Non-white,Female
R_1nVMcwASAT8yIZ7,$50K to $75K,Not Hispanic,42,White,Male
R_1DRL6HY6jPzrRlN,Less than $15K,Not Hispanic,20,White,Female
R_210wbFWSb39xOtl,$100K to $150K,Not Hispanic,41,White,Female
R_3KGv5ti1g4tftoD,$15K to $25K,Not Hispanic,49,White,Male
R_2WIHlwbFq3K1Ugf,$25K to $50K,Not Hispanic,29,White,Male
R_AhRwtQnnxxpo0bT,$50K to $75K,Not Hispanic,61,White,Female
R_3fkHasWrTx9fVkW,$15K to $25K,Hispanic,43,White,Male
R_2U5FFaG82CYyLFB,$25K to $50K,Not Hispanic,67,White,Male
R_1N3nSfN95oRVCcZ,$75K to $100K,Hispanic,30,White,Male
R_332tLzSgsNQVpgT,$100K to $150K,Not Hispanic,21,White,Male
R_Om7MzdKjPZNrYeB,$200K to $250K,Not Hispanic,45,White,Female
R_3HMugACOPMdA4pc,$15K to $25K,Not Hispanic,52,Non-white,Male
R_1CHEiKNCmPSCMe5,$15K to $25K,Not Hispanic,61,White,Female
R_3noPbL3HSMCgA1K,$25K to $50K,Not Hispanic,19,White,Male
R_3oLctTlNLXC8fWE,$75K to $100K,Not Hispanic,19,White,Male
R_cPkBB7tiLVuDlvP,$100K to $150K,Not Hispanic,27,White,Male
R_DeFOLy8c67aUudP,$50K to $75K,Not Hispanic,18,White,Female
R_3kBexP95szDKtDw,$50K to $75K,Not Hispanic,19,White,Female
R_O0yJxib13q1Dotj,$25K to $50K,Not Hispanic,47,White,Female
R_21G1SGITNgCUnb2,$15K to $25K,Not Hispanic,33,White,Female
R_RQEdNpbzZUeyIRX,$75K to $100K,Not Hispanic,19,White,Male
R_cHZuU1UNpAFpUqt,$25K to $50K,Not Hispanic,28,White,Female
R_3NxiTvByxaao0as,$150K to $200K,Not Hispanic,56,White,Male
R_2wFdG2pGlVU2JJS,Less than $15K,Not Hispanic,28,White,Female
R_2TRW1qhG21U80qO,$100K to $150K,Not Hispanic,26,White,Female
R_26gOGPo3Yylp8r7,$50K to $75K,Not Hispanic,27,Non-white,Female
R_vVJC1eqwoRGCYmZ,$100K to $150K,Not Hispanic,25,White,Female
R_YVy9277Nq0dP409,$50K to $75K,Not Hispanic,27,White,Male
R_2Ec9dhbjKjUiv1u,$75K to $100K,Not Hispanic,27,White,Other
R_1QtMgpyzWjr6klA,$50K to $75K,Not Hispanic,47,White,Female
R_27y7qKtJVoAScZy,$75K to $100K,Not Hispanic,22,White,Male
R_2cd3GwFc6vXHdk9,$25K to $50K,Not Hispanic,39,White,Female
R_vwdzLyAvdmUVeut,$75K to $100K,Not Hispanic,20,White,Female
R_2t36wWQ47ECHsp1,$250K to $500K,Not Hispanic,27,White,Female
R_3kBUBXYufFZQbxr,$100K to $150K,Not Hispanic,33,White,Female
R_2pYMGgxKjlwKT85,$25K to $50K,Not Hispanic,58,White,Female
R_2ti02wpgP3eztr8,$100K to $150K,Not Hispanic,26,Non-white,Male
R_UDXfKw7HgWBpW6J,$50K to $75K,Not Hispanic,26,White,Female
R_3JIW3K1yFyb12Lk,$25K to $50K,Not Hispanic,19,White,Male
R_1gdoVCVF0wOExfR,$200K to $250K,Not Hispanic,20,Non-white,Female
R_1kHso4XmHgv5C8L,$75K to $100K,Not Hispanic,23,White,
R_cMIk1moyamDujMB,$25K to $50K,Not Hispanic,60,White,Male
R_2f34cLmCjryl1fZ,Less than $15K,Not Hispanic,24,White,Female
R_3k1BKxpFIbCSr3v,$75K to $100K,Not Hispanic,36,White,Female
R_cOTJyuKyaNLgPE5,$75K to $100K,Not Hispanic,38,White,Female
R_ZyqVuTEQyRkOmTn,$150K to $200K,Not Hispanic,42,White,Female
R_2vcgA3j7RVLZADO,$50K to $75K,Not Hispanic,22,White,Female
R_1DoG5jSkVf2rgYG,$25K to $50K,Not Hispanic,27,White,Female
R_2WHJ927riVY7UXg,$15K to $25K,Not Hispanic,23,White,Male
R_1IMKfhqGtXVsRkA,$50K to $75K,Not Hispanic,29,White,Male
R_2SDCdDNtgmCAexy,$15K to $25K,Not Hispanic,51,White,Female
R_2DTbyZpNY8OprIO,$50K to $75K,Not Hispanic,38,White,Female
R_3NwgzmEINBzQOq3,$25K to $50K,Not Hispanic,19,Non-white,Male
R_d0WM4eyUQZg774l,Less than $15K,Not Hispanic,17,White,Female
R_25FocLBBFdHXbT3,$25K to $50K,Not Hispanic,20,Non-white,Male
R_2SBsIm6CNDUriyC,Less than $15K,Not Hispanic,31,White,Female
R_3MRs3HQFdtOH1eN,$25K to $50K,Not Hispanic,15,White,Female
R_2RWCv7LazOHKORY,$150K to $200K,Not Hispanic,27,White,Male
R_xAfloJJPpR8xvGh,$75K to $100K,Not Hispanic,13,Non-white,Female
R_2pJraVpPPtXwb3O,Less than $15K,Not Hispanic,57,White,Female
R_3Ojh4C0Ov3UymB0,$50K to $75K,Not Hispanic,22,Non-white,Female
R_2yggGKzK604ABvl,$50K to $75K,Not Hispanic,23,Non-white,Male
R_1QKuBTiaYyIt4sG,Less than $15K,Not Hispanic,54,White,Female
R_1lu8H5WT8wQxYPQ,$100K to $150K,Hispanic,13,White,Female
R_z6XyeNxKoro7YD7,$50K to $75K,Not Hispanic,23,White,Male
R_25vwzfnwgTEcxiL,$75K to $100K,Not Hispanic,66,White,Female
R_27jJEtz25JCtl38,$75K to $100K,Not Hispanic,39,White,Female
R_1jDv0P0d6nbGdFN,Less than $15K,Not Hispanic,15,White,Female
R_2pLAEMWBgwPq8Sy,$100K to $150K,Not Hispanic,59,White,Male
R_12g3Hl3GKYgX15e,$75K to $100K,Not Hispanic,25,White,Male
R_1lazlUTpKdoye1P,$25K to $50K,Not Hispanic,20,White,Male
R_31vdrXLNneVmblF,$50K to $75K,Not Hispanic,58,White,Male
R_pxWDHDsbSrnI6Hv,$200K to $250K,Not Hispanic,23,White,Female
R_1hZ4NtoBnW4QpsV,$100K to $150K,Not Hispanic,31,White,Male
R_2xM08aJjjtTsIVd,$50K to $75K,Not Hispanic,18,White,Female
R_2YX3tJ1weHd893J,$50K to $75K,Not Hispanic,29,White,Male
R_Y3PIcm1pRYi3uzn,$100K to $150K,Not Hispanic,23,White,Female
R_30jUdBnmvVNoTni,$15K to $25K,Not Hispanic,29,White,Female
R_XANDExOPkZupsc1,$15K to $25K,Hispanic,23,Non-white,Male
R_3soeSMPUkgTVHb7,$50K to $75K,Not Hispanic,61,White,Female
R_REUSey2f7ybHejD,$15K to $25K,Not Hispanic,29,White,Male
R_QmPJ5akrOaYhOPT,$15K to $25K,Not Hispanic,50,White,Female
R_3iF6ldf66FrcTal,$75K to $100K,Not Hispanic,22,Non-white,Male
R_9yLZdnnOLfxWm3v,$25K to $50K,Not Hispanic,20,Non-white,Male
R_2rTwv9nv3E4Dl3z,$25K to $50K,Not Hispanic,47,White,Male
R_2XbrXSsQxgXvTSt,$150K to $200K,Not Hispanic,20,White,Male
R_3hzMnkSYIIxfv3i,$50K to $75K,Not Hispanic,31,White,Female
R_3NED5yDxPUZALmu,$15K to $25K,Not Hispanic,22,White,Female
R_3MhA8Yga7hjhaeo,$15K to $25K,Not Hispanic,58,White,Female
R_2VdyRoqh7KK9iSK,$25K to $50K,Hispanic,19,White,Female
R_sNfvKIOVMTRcc6t,$50K to $75K,Not Hispanic,20,White,Female
R_2z7ONeG0s98sPAX,$75K to $100K,Not Hispanic,51,Non-white,Female
R_3hmXJWVSTfSVTG1,$75K to $100K,Hispanic,19,White,Male
R_10SoWhEUzUTReDt,$75K to $100K,Not Hispanic,41,Non-white,Female
R_2QQEd4GXizdVoVu,Less than $15K,Not Hispanic,14,White,Female
R_2fs3Z0KSSXgKcNC,$50K to $75K,Not Hispanic,20,White,Male
R_2WZNSzDfnhzVBrt,$75K to $100K,Not Hispanic,15,White,Female
R_3hbZLROIp6fa6pq,Less than $15K,Not Hispanic,31,White,Female
R_2atYixn6I4Johaf,$50K to $75K,Hispanic,23,White,Female
R_bllGq8CxhgRbMsh,$50K to $75K,Hispanic,16,White,Female
R_9Y7VElYcaHYfyut,$75K to $100K,Not Hispanic,24,White,Male
R_1dNcL5W9yPF0nqR,$25K to $50K,Hispanic,15,Non-white,Female
R_RtwBUrXQIHLmM6Z,$100K to $150K,Not Hispanic,37,White,Female
R_1rdZdjIyAvZ10qj,Less than $15K,Not Hispanic,41,White,Female
R_oXlRn7M6LAh4Qud,Less than $15K,Not Hispanic,22,White,Female
R_3fwUia6PdbymcYG,$75K to $100K,Not Hispanic,54,White,Female
R_1mkgjQbA3GJc9NI,$25K to $50K,Not Hispanic,59,White,Female
R_3fCsaqar6jXI0rn,$15K to $25K,Not Hispanic,38,White,Male
R_bjSFMBBc1fjQSTT,$75K to $100K,Not Hispanic,30,White,Male
R_3D7k6oq7EUTWjzv,$15K to $25K,Not Hispanic,15,White,Female
R_3g01Yp6JlWq6iou,$50K to $75K,Not Hispanic,35,White,Male
R_22LLze5oJyODvZt,$100K to $150K,Not Hispanic,22,Non-white,Female
R_9pBhThqbLDums9z,$50K to $75K,Not Hispanic,48,White,Male
R_0rLziZcrkcmD1tv,$15K to $25K,Not Hispanic,29,Non-white,Male
R_22WWSkmMM0l56yS,$100K to $150K,Not Hispanic,30,White,Male
R_BKipOnCIUVICoHn,Less than $15K,Not Hispanic,26,White,Female
R_z39fYjpw7dvw1Ox,$25K to $50K,Not Hispanic,23,White,Male
R_3KBChsMYwAHUNkX,$100K to $150K,Not Hispanic,16,White,Male
R_1fmbQ6TebPJGxCq,Less than $15K,Not Hispanic,15,White,Female
R_ePP2vWVVaIxy4rT,$75K to $100K,Not Hispanic,52,White,Female
R_26gT97OJfxEvVnW,$75K to $100K,Not Hispanic,19,White,Male
R_3m2xNapriCHALCI,$100K to $150K,Not Hispanic,18,White,Female
R_3pf12cn375O080t,$75K to $100K,Not Hispanic,42,White,Female
R_1GBroujFw9zyQSt,$25K to $50K,Not Hispanic,36,White,Male
R_3FVfHH53rXNRA5o,$25K to $50K,Hispanic,27,Non-white,Male
R_5arE7kxaaekDWYp,$75K to $100K,Not Hispanic,23,Non-white,Male
R_2YWZcCbHBPP0tjc,$50K to $75K,Not Hispanic,40,White,Male
R_1eLZMrnFESr1KOI,$75K to $100K,Not Hispanic,56,White,Male
R_2Sr8YI8FPJ1doxl,$75K to $100K,Not Hispanic,29,White,Female
R_1rdXFxC0Ks1HOAf,Less than $15K,Not Hispanic,50,White,Female
R_3kbud4NWArzsYDD,$100K to $150K,Not Hispanic,24,White,Female
R_2RahL0MO199l2d9,$75K to $100K,Not Hispanic,25,White,Female
R_3HS9wUdvoKcUCm6,$15K to $25K,Not Hispanic,27,White,Male
R_2eb5oeWipSY6JLO,Less than $15K,Not Hispanic,36,White,Female
R_ykdBGKge2NzYiT7,$75K to $100K,Not Hispanic,30,White,Female
R_1FPXzkTdBacbRyC,$75K to $100K,Not Hispanic,22,White,Male
R_skgGAPOgtwYVy2l,$100K to $150K,Not Hispanic,50,White,Female
R_23fvG5gAVIzzsa7,$50K to $75K,Not Hispanic,17,,Male
R_1LC3RRbF5oiPs42,$25K to $50K,,21,White,Female
R_2YhyvoKeckI7v3X,$75K to $100K,Hispanic,20,Non-white,Male
R_AH9cbGTgbnB5AIh,$50K to $75K,Not Hispanic,18,White,Female
R_3DjDr2RPI1demJw,$50K to $75K,Not Hispanic,48,White,Male
R_290rMDDOIijKBbl,$75K to $100K,Not Hispanic,25,White,Male
R_2U4oPwqbgSTLF3w,$15K to $25K,Not Hispanic,20,White,Female
R_Y9ztidDQ2Db7QXv,$25K to $50K,Not Hispanic,18,White,
R_2P4MvQRSzg4HapT,$50K to $75K,,25,White,Female
R_byCtlQSIaoP8pmF,$50K to $75K,,19,Non-white,Male
R_1IEqnnW6xhe4mtX,$75K to $100K,Not Hispanic,29,White,Female
R_XyVTq8jwsKDwhXj,$100K to $150K,,48,White,Female
R_3P1QKm2Gxi1PWox,$250K to $500K,Not Hispanic,15,White,Male
R_ZJMXXPbd7Hv9bYl,$15K to $25K,Not Hispanic,53,White,Female
R_x414MWrM4HzPLCF,$25K to $50K,Not Hispanic,58,White,Male
R_3KU4YbS1DCt2B8o,$15K to $25K,Not Hispanic,15,White,Female
R_sGXeVebwDM929sB,$75K to $100K,Not Hispanic,28,White,Male
R_3nub0qW885CrLh9,$100K to $150K,Not Hispanic,14,White,Male
R_vZ8yb6BJeKB4gzD,$100K to $150K,Not Hispanic,36,White,Female
R_Xvqls0pwquT2wnv,$200K to $250K,Not Hispanic,18,White,Female
R_2X6Gzg4LNNox0CZ,$150K to $200K,Not Hispanic,50,White,Female
R_2bPGPZbzUegH2js,$100K to $150K,Not Hispanic,52,White,Male
R_bjXvOzRFRXHHiX7,$75K to $100K,,21,Non-white,Male
R_8l9zPd7EZYFufE5,$150K to $200K,Not Hispanic,43,White,Female
R_1LLGwXesWCeLX89,$150K to $200K,Not Hispanic,51,Non-white,Male
R_290to0uYYkR7O5s,$75K to $100K,Not Hispanic,38,White,Female
R_1eWR49nzp7jsCIh,$75K to $100K,Not Hispanic,43,White,Male
R_21HxC61V2uEsJD7,$100K to $150K,Not Hispanic,39,White,Male
R_1QnHVmR1TLUmhno,$25K to $50K,Not Hispanic,52,White,Female
R_2V7NkfWkCg8jwRd,$15K to $25K,Not Hispanic,25,White,Male
R_A1ccNR0K6iqyu09,Less than $15K,Not Hispanic,17,White,Male
R_2DYToN03XIIpqeK,$25K to $50K,Not Hispanic,24,White,Female
R_Xjtl7NitumgCtMJ,$25K to $50K,Not Hispanic,25,White,Female
R_9ZiwyMOajTkXcNf,$50K to $75K,Not Hispanic,19,White,Male
R_12sUZH0CDgJINpZ,$15K to $25K,Not Hispanic,46,White,Male
R_2wFaKBbTWdcytic,$100K to $150K,Not Hispanic,38,White,Female
R_6rR6Zu0K5qR1dsx,$100K to $150K,Not Hispanic,26,White,Male
R_2VxwF7LPJ9taiNy,$15K to $25K,Not Hispanic,29,White,Female
R_2Vdushecv1vb407,$100K to $150K,Not Hispanic,19,White,Female
R_33ptwEI6XxIF6XU,$75K to $100K,Not Hispanic,45,White,Male
R_1E5si7nr9iIRPIy,$75K to $100K,Hispanic,39,White,Female
R_1HkRtzhBJlMXfAZ,$15K to $25K,Not Hispanic,54,White,Female
R_1hWsNb7M9IPFuOZ,$75K to $100K,Not Hispanic,19,Non-white,Male
R_0ooqDSqghoGkUlL,$100K to $150K,Not Hispanic,30,White,Male
R_3Eh7uumGc4jjkDH,$200K to $250K,Not Hispanic,15,White,Female
R_1gbZVfiwqbV7GAZ,$200K to $250K,Not Hispanic,17,White,Female
R_2WuwkmG97BWGFIZ,$50K to $75K,Not Hispanic,40,White,Female
R_2BljwoiOd6Fv8sl,$150K to $200K,Not Hispanic,32,White,Female
R_24kEl6Bkob7v4lq,Less than $15K,Not Hispanic,43,White,Male
R_1I4PfSNWRhsIFCV,$150K to $200K,Not Hispanic,26,White,Female
R_1dc3FZtnLioh40K,Less than $15K,Not Hispanic,16,Non-white,Female
R_9S6uGxojxzsid2B,Less than $15K,Not Hispanic,17,Non-white,Female
R_RwUtgj7IqZ1m9Rn,$25K to $50K,Hispanic,12,White,Male
R_u3S1ovTn6UHusJX,Less than $15K,Not Hispanic,51,White,Female
R_2Xgnv0Pk9KJ4HiE,$25K to $50K,Hispanic,15,White,Male
R_1ladAtViEdR3dFO,$50K to $75K,Not Hispanic,23,White,Male
R_5coTUJhV4qWKeQh,$25K to $50K,Not Hispanic,18,White,Male
R_XMpNdVFJqTAeQaB,$25K to $50K,Not Hispanic,40,White,Male
R_3Dhi4mirPe3x4gz,$50K to $75K,Hispanic,19,Non-white,Female
R_55cET8XmcEsYg5f,$15K to $25K,Hispanic,34,Non-white,Female
R_bE0vvMsI5VAwMBX,$100K to $150K,Not Hispanic,41,Non-white,Female
R_2f2wq2ISdgfOrtZ,$25K to $50K,Hispanic,12,White,Female
R_1JEiN7HCIETl7Yd,$200K to $250K,Not Hispanic,15,White,Female
R_SJZ2qcI0NKZbbtD,$150K to $200K,Not Hispanic,35,Non-white,Female
R_2ciJlkehvj7yput,$15K to $25K,Not Hispanic,17,Non-white,Male
R_O36nDi6CNklj2s9,$25K to $50K,Not Hispanic,44,White,Male
R_OroCIOn4wN9tCdb,$25K to $50K,Not Hispanic,50,White,Male
R_7ZHQXhVwtfKzvb3,$50K to $75K,Hispanic,17,Non-white,Female
R_3QYjIpjivEaEvIZ,$15K to $25K,Not Hispanic,24,White,Male
R_3hAVY2N2AqCCgSs,$75K to $100K,Not Hispanic,21,Non-white,Female
R_11bYLJNG4M7gwkV,$25K to $50K,Not Hispanic,17,White,Female
R_272r5l2KADKgTUp,$15K to $25K,Not Hispanic,32,White,Male
R_1eIFkc6C88txjdl,$25K to $50K,Not Hispanic,50,White,Female
R_3rFWIehzvBGuVcY,$150K to $200K,Not Hispanic,30,Non-white,Female
R_2DM2jAo7JvhnwMx,$75K to $100K,Not Hispanic,18,White,Male
R_31hoR3CxwjnmQ6r,$50K to $75K,Not Hispanic,21,Non-white,Female
R_3pf17yxkygS8f3c,$75K to $100K,Not Hispanic,27,White,Female
R_2e2m6XAVKE1LsPe,-8,,33,Non-white,Male
R_1CCOX8IQ5J2I9h8,$75K to $100K,Not Hispanic,24,Non-white,Female
R_3sAmzLepClV9E9Q,$75K to $100K,Not Hispanic,30,Non-white,Male
R_3OdjlaZ48Xazmm8,$50K to $75K,Not Hispanic,40,Non-white,Female
R_2QWYGyDZ9Vgw7Fp,$150K to $200K,Hispanic,31,Non-white,Male
R_Q5kZMZBMBhqzIZP,$75K to $100K,Not Hispanic,17,White,Female
R_1jfujAz16nZDLMH,$50K to $75K,Not Hispanic,15,Non-white,Female
R_33BXfOgORURwLoH,$25K to $50K,Not Hispanic,44,White,Male
R_1DCNeSemIsskO0W,$25K to $50K,Not Hispanic,24,White,Male
R_1KjLJpAS9fpo5Mx,$200K to $250K,Not Hispanic,32,Non-white,Male
R_3nPFmekKrvrScLE,$150K to $200K,Not Hispanic,39,White,Female
R_1gnWxSKOsplYOm4,$75K to $100K,Not Hispanic,51,White,Male
R_1EjjLYroxsR5qTp,Less than $15K,Hispanic,24,Non-white,Female
R_1ri8DYigNx1WSDW,$15K to $25K,Not Hispanic,21,Non-white,Male
R_0Ti8MpZRQw8MIpj,$25K to $50K,Not Hispanic,49,Non-white,Female
R_qIrN2labKOlByoh,$50K to $75K,Not Hispanic,16,Non-white,Female
R_1QN2HJ8ITrxOhzR,$75K to $100K,Not Hispanic,19,White,Female
R_240BqVCdQQj5r3O,$75K to $100K,Not Hispanic,20,Non-white,Female
R_1LiJTLVmbjs5GZr,$75K to $100K,Not Hispanic,44,White,Male
R_2qeKNW5kF6ZeXO4,$50K to $75K,Not Hispanic,33,White,Male
R_3oHgOEsi2ih5ZLj,$75K to $100K,Hispanic,23,Non-white,Female
R_tF0BKrKDzMcSkYF,$50K to $75K,Hispanic,16,White,Male
R_8APnqSCnlvJaChX,Less than $15K,Not Hispanic,29,White,Male
R_1Klt9BLSCGsvsps,$75K to $100K,Not Hispanic,32,White,Male
R_2TTPufEec0fdvXH,$50K to $75K,Not Hispanic,26,Non-white,Female
R_1n18XbRb80ahZNU,$100K to $150K,Not Hispanic,48,Non-white,Female
R_31MWIleVElCilax,$15K to $25K,Not Hispanic,19,White,Female
R_OPZEcUG4XqTznJT,$15K to $25K,Not Hispanic,59,Non-white,Male
R_1pYf58vIlTFwf6a,$50K to $75K,Not Hispanic,46,White,Female
R_3k0rBekgQ2kNnBP,$150K to $200K,Hispanic,53,White,Male
R_2CCDxHMiaPyBbX3,$15K to $25K,Hispanic,17,White,Female
R_1OGMG0MkdusmrO6,$75K to $100K,Not Hispanic,53,White,Female
R_Ow085Y67jw4bQqd,$50K to $75K,Hispanic,25,White,Male
R_3KoqWgnBRBEsQY6,$100K to $150K,Not Hispanic,27,White,Female
R_3P61XEH6bn4JNfW,$50K to $75K,Not Hispanic,47,White,Female
R_d1flzZv9a1uyCcR,$50K to $75K,Not Hispanic,21,White,Female
R_330V8EG61SWip3K,$150K to $200K,Not Hispanic,55,White,Female
R_yDV9VkGLji1GXvz,$75K to $100K,Not Hispanic,40,Non-white,Female
R_1hXvenBdiB1k500,$75K to $100K,Not Hispanic,16,White,Female
R_1rHSdM0WduV0rDD,$150K to $200K,Not Hispanic,37,White,Female
R_3JIN2hljxgGIvjg,$150K to $200K,Not Hispanic,24,White,Female
R_OvSZY42U1PQT4k1,$250K to $500K,Not Hispanic,,White,Male
R_3PFDyMHyjjipsK5,$25K to $50K,Not Hispanic,29,White,Female
R_eLNFKW7jwBTJPeV,$15K to $25K,Not Hispanic,18,White,Female
R_1g5yz2Rb1N9jGEl,$75K to $100K,Hispanic,32,White,Male
R_stFfMMZI7XRHijn,$150K to $200K,Not Hispanic,57,White,Female
R_2PoHN11dyXV7D4C,$150K to $200K,Not Hispanic,33,White,Female
R_sRp8BLf2HOGTbvX,$25K to $50K,Not Hispanic,26,White,Male
R_eXo96IKqZ1h3b0d,$50K to $75K,Not Hispanic,17,White,Female
R_31nQmaRXziyhgXk,$100K to $150K,Not Hispanic,26,White,Male
R_2xPmpAaifFjpk8g,$75K to $100K,Not Hispanic,31,White,Male
R_25LUjp2xnAf23SZ,$75K to $100K,Not Hispanic,21,White,Female
R_10ZVwyHOa4muoZ4,$25K to $50K,Hispanic,18,White,Male
R_Thc0qXxk9tmx0hX,$75K to $100K,Not Hispanic,39,Non-white,Female
R_1JWKkXdm4NQDlrC,$75K to $100K,Hispanic,34,White,Male
R_1CJ8hDJvYh6iR49,Less than $15K,Not Hispanic,35,White,Female
R_3Cvizd48GtRrdw5,$100K to $150K,Not Hispanic,22,White,Male
R_QbPfHEAOFiTmscV,$75K to $100K,Not Hispanic,24,White,Female
R_3nTr7NgjfKvYpex,$75K to $100K,Not Hispanic,18,White,Female
R_1LegnlHDDfF7okK,$150K to $200K,Not Hispanic,40,White,Male
R_1jdkTE3usmMVPBd,$100K to $150K,Not Hispanic,40,White,Male
R_xzQtqUVn7Jwqs8x,$150K to $200K,Not Hispanic,22,White,Female
R_1C1GN5KGtP9qgCP,$25K to $50K,Not Hispanic,20,White,Male
R_3G7lD2tGxMtYX0i,$150K to $200K,Not Hispanic,23,White,Female
R_2ckNBGUXt6szvAo,$200K to $250K,Not Hispanic,61,White,Male
R_3JJkFtbB8ZOcckH,$15K to $25K,Not Hispanic,20,White,Female
R_2wh2eRfBdldXOW0,$75K to $100K,Not Hispanic,47,White,Male
R_3lAepLa0igQMGSh,$100K to $150K,Not Hispanic,19,White,Male
R_3qPulL1wAHU9onq,$50K to $75K,Not Hispanic,19,White,Female
R_2qC1Nzke9xIimG8,$100K to $150K,Not Hispanic,43,White,Female
R_1Qgb0EQXOoIZAOd,$150K to $200K,Not Hispanic,29,White,Female
R_Bzz5jmWLmQKhlBL,$15K to $25K,Not Hispanic,22,White,Female
R_1FLNV0GgQCO1Y5A,$200K to $250K,Not Hispanic,,White,Female
R_2xKSqno43seHYyO,$100K to $150K,Not Hispanic,44,White,Female
R_u8tulprHmi6k6Ih,$50K to $75K,Not Hispanic,16,White,Female
R_1DvfAysH2ayJeXA,$50K to $75K,Not Hispanic,26,White,Female
R_usPazB9MGGV9arn,$75K to $100K,Not Hispanic,19,White,Female
R_1pt9CoWSOyITU6L,$150K to $200K,Not Hispanic,34,White,Male
R_40fTkcZyNj6nHtn,$100K to $150K,Not Hispanic,40,White,Female
R_3gYnKht22Mxjcpy,$50K to $75K,Not Hispanic,21,Non-white,Male
R_2U9mItizEz1TeDB,$150K to $200K,Not Hispanic,32,White,Male
R_24P2isOPbZo6WeZ,$150K to $200K,Not Hispanic,44,White,Female
R_1EduAI0gRBJcaLo,$100K to $150K,Not Hispanic,26,White,Female
R_3P6MXigGycStffX,Less than $15K,Not Hispanic,22,White,Male
R_3koGEi0blorRxy1,$25K to $50K,Not Hispanic,19,White,Male
R_3Q0kPjGCs0cCpkg,$50K to $75K,Not Hispanic,17,White,Female
R_C7GlP5Qtd023xx7,$25K to $50K,Not Hispanic,28,White,Male
R_Tjt0fnZ5gGjL5hD,$25K to $50K,Not Hispanic,29,White,Male
R_29nZ9d4xRZUAa5m,$15K to $25K,Hispanic,49,White,Female
R_1FezxwDXp1HEtl0,$100K to $150K,Not Hispanic,33,White,Female
R_25LdXG1WXu2Dloy,$25K to $50K,,29,White,Male
R_3rPyEAYWcOq8KdE,$15K to $25K,Not Hispanic,18,White,Female
R_20OmsGQrwZBhgIP,$50K to $75K,Not Hispanic,60,White,Male
R_1hQBBrZfqg9Pqbb,$25K to $50K,Hispanic,20,White,Female
R_12A1dJ65cWNEJN0,Less than $15K,Not Hispanic,23,White,Male
R_2SDKfdBu3XpkegF,$150K to $200K,Not Hispanic,30,White,Male
R_2wGZbk47lK1gW3S,-8,Not Hispanic,23,White,Female
R_3qUljm4D0NbwwYu,$15K to $25K,Hispanic,39,White,Male
R_SOC5HDLHAH1040h,$75K to $100K,Not Hispanic,28,White,Male
R_2Yoo4bHNOBBk5Eg,$75K to $100K,Not Hispanic,23,White,Female
R_DpK0r6tBVokoDLj,$50K to $75K,Not Hispanic,49,White,Female
R_3s1yfedQQxPH9N1,Less than $15K,Not Hispanic,46,White,Female
R_dor5zUDIlw3eMrr,$75K to $100K,Not Hispanic,39,White,Male
R_1OxIRD7jxv6VM2f,$15K to $25K,Not Hispanic,46,White,Male
R_1IcpomP2Wemygv1,$50K to $75K,Not Hispanic,60,White,Male
R_8odDE40HIy8fB61,$50K to $75K,Not Hispanic,25,White,Male
R_1FnxLXYQOZW88gf,$50K to $75K,Not Hispanic,25,White,Female
R_2ZPsIVNLCMKjiiF,$50K to $75K,Not Hispanic,18,White,Male
