ID,Inc,Hisp,Ideo,Age,HD1,HD2,HD3,HD4,HR1,HR2,HR3,HR4,PID7,PID3_p,WHITE,HDans,HRans,Gender,GenR,GenD,dkR,dkD
R_1r0kY7HLzRjVrcB,$100K to $150K,Not Hispanic,Conservative,24,radical,non religious,murderers,lazy,just,hardworking,ethical,religious,Strong R,Republicans,White,4,4,Female,just|hardworking|ethical|religious,radical|non religious|murderers|lazy,0,0
R_2e3V1TBATO2RXhb,$50K to $75K,Not Hispanic,Extremely Liberal,22,self righteous,liberal,annoying,misguided,old,conservative,racist,greedy,Ind,Independent (excludes leaners),Non-white,4,4,Female,old|conservative|racist|greedy,self righteous|liberal|annoying|misguided,0,0
R_238DqvAOuUpajt3,$50K to $75K,Not Hispanic,Extremely Liberal,25,progressive,liberal,caring,modern,old fashioned,prejudiced,selfish,afraid,Strong D,Democrat,White,4,4,Female,old fashioned|prejudiced|selfish|afraid,progressive|liberal|caring|modern,0,0
R_3KC5rzoZFwtwxn4,$75K to $100K,Not Hispanic,Extremely conservative,58,lean socialist,liberal,pro-abortion,pro-gay marriage,small federal government,anti abortion,conservative,free enterprise,Weak R,Republicans,White,4,4,Female,small federal government|anti abortion|conservative|free enterprise,lean socialist|liberal|pro-abortion|pro-gay marriage,0,0
R_3fvEfyAeItL92SQ,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,48,liberal,taker,unintelligent,environmentalist,closeminded,hardworking,taxpayer,religious,Ind,Independent (excludes leaners),White,4,4,Female,closeminded|hardworking|taxpayer|religious,liberal|taker|unintelligent|environmentalist,0,0
R_2CUipW5JPIDkVgR,$75K to $100K,Not Hispanic,Conservative,20,liberal,bleeding heart,socialism,"""black lives matter""",conservative,wealthy,ambitious,intelligent,Weak R,Republicans,White,4,4,Male,conservative|wealthy|ambitious|intelligent,"liberal|bleeding heart|socialism|""black lives matter""",0,0
R_3p5tBUFkOVsitO6,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,46,liberal,diverse,honest,hardworking,conservative,rednecks,inclusive,rigid,Lean D,Democrat,Non-white,4,4,Female,conservative|rednecks|inclusive|rigid,liberal|diverse|honest|hardworking,0,0
R_11bUZGa8VyjcR7a,$50K to $75K,Not Hispanic,Extremely Liberal,20,young,smart,idealistic,goal oriented,old,intolerant,religious,white,Strong D,Democrat,White,4,4,Female,old|intolerant|religious|white,young|smart|idealistic|goal oriented,0,0
R_1QzLDD83c1haNSd,Less than $15K,Not Hispanic,Liberal,26,tolerant,open-minded,kind,hard working,judgmental,stubborn,delusional,rude,Strong D,Democrat,White,4,4,Male,judgmental|stubborn|delusional|rude,tolerant|open-minded|kind|hard working,0,0
R_7PXAYZ54E98IWe5,$50K to $75K,Not Hispanic,Extremely Liberal,34,liberal,progressive,urban,diverse,rural,white,conservative,wealthy,Strong D,Democrat,White,4,4,Female,rural|white|conservative|wealthy,liberal|progressive|urban|diverse,0,0
R_2PApSiRiJKUrXwN,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,48,introverts,pushovers,nosey,giving,greedy,indulgent,self absorbed,indifferent,Ind,Independent (excludes leaners),White,4,4,Female,greedy|indulgent|self absorbed|indifferent,introverts|pushovers|nosey|giving,0,0
R_2OUf8GfyvhtVaYg,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,20,donkey,abortion,crazy,insane,elephant,religious,gun,taxes,Lean D,Democrat,White,4,4,Male,elephant|religious|gun|taxes,donkey|abortion|crazy|insane,0,0
R_1owliOuKnNnAP5I,$50K to $75K,Not Hispanic,Liberal,40,informed,non judgmental,helpful,democratic,idiots,uninformed,church goers,conservatives,Lean D,Democrat,White,4,4,Female,idiots|uninformed|church goers|conservatives,informed|non judgmental|helpful|democratic,0,0
R_2PuKvw47qPsAWrO,$75K to $100K,Not Hispanic,Slightly conservative,42,controlling,regulate,bossy,immature,affluent,constitution loving,privileged,conservative,Ind,Independent (excludes leaners),Non-white,4,4,Female,affluent|constitution loving|privileged|conservative,controlling|regulate|bossy|immature,0,0
R_2zkjtuXJWCHoLJy,$75K to $100K,Not Hispanic,Liberal,32,liberal,forward thinking,giving,loving,old,religious,narrow thinking,selfish,Strong D,Democrat,White,4,4,Male,old|religious|narrow thinking|selfish,liberal|forward thinking|giving|loving,0,0
R_2zCpIeEwIadrE2V,$150K to $200K,Not Hispanic,Conservative,46,weak,naive,dependent,spendthrift,conservative,frugal,independent,strong,Weak R,Republicans,White,4,4,Female,conservative|frugal|independent|strong,weak|naive|dependent|spendthrift,0,0
R_27vZ7qjMyNAbP1e,Less than $15K,Not Hispanic,Conservative,38,rich,entitled,unemployed,white,poor,hard working,white,seniors,Strong R,Republicans,White,4,4,Female,poor|hard working|white|seniors,rich|entitled|unemployed|white,0,0
R_1P7RtezYB75J1S8,Less than $15K,Not Hispanic,Extremely Liberal,17,liberal,open-minded,scientific,generous,conservative,religious,self centered,patriotic,Strong D,Democrat,White,4,4,Female,conservative|religious|self centered|patriotic,liberal|open-minded|scientific|generous,0,0
R_QibhI5J5OUCzHm9,$75K to $100K,Not Hispanic,Extremely Liberal,19,open-minded,smart,educated,informed,stuck up,close-minded,followers,uneducated,Strong D,Democrat,Non-white,4,4,Female,stuck up|close-minded|followers|uneducated,open-minded|smart|educated|informed,0,0
R_3dThLTLIpohsCf8,Less than $15K,,Moderate/Haven't thought about it,52,dumb,stupid,ignorant,uneducated,smart,realistic,honest,good,Strong R,Republicans,White,4,4,Female,smart|realistic|honest|good,dumb|stupid|ignorant|uneducated,0,0
R_1LOwrhrzvNzL9eW,Less than $15K,Not Hispanic,Moderate/Haven't thought about it,,greedy,dishonest,liars,corrupt,honest,trustworthy,sincere,hardworking,Weak R,Republicans,White,4,4,Female,honest|trustworthy|sincere|hardworking,greedy|dishonest|liars|corrupt,0,0
R_080EZUbpj196Q49,$50K to $75K,Not Hispanic,Slightly conservative,41,liberal,easy going,representative,pro-choice,conservative,house,christian,family,Lean R,Republicans,White,4,4,Male,conservative|house|christian|family,liberal|easy going|representative|pro-choice,0,0
R_1NsIWAExgPsQg0X,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,25,leftist,black people,rich whites,union,old people,southerners,corporate,conventional,Ind,Independent (excludes leaners),Non-white,4,4,Female,old people|southerners|corporate|conventional,leftist|black people|rich whites|union,0,0
R_2aykOJDlVjo1e2e,$50K to $75K,Not Hispanic,Liberal,46,liberal,caring,thoughtful,progressive,conservative,rightwing,obstructionist,divided,Strong D,Democrat,White,4,4,Male,conservative|rightwing|obstructionist|divided,liberal|caring|thoughtful|progressive,0,0
R_bpdOcTRWNdnkI4V,$25K to $50K,Not Hispanic,Liberal,27,liberal,social oriented,progressive,tolerant,white,rich,aggressive,gullible,Lean D,Democrat,White,4,4,Male,white|rich|aggressive|gullible,liberal|social oriented|progressive|tolerant,0,0
R_5tCmA2W1eofvdlf,$15K to $25K,Not Hispanic,Slightly conservative,32,strong,radical,powerful,current,careful,conservative,tactful,ethical,Lean D,Democrat,Non-white,4,4,Female,careful|conservative|tactful|ethical,strong|radical|powerful|current,0,0
R_2zuvIZxuu0cSoZl,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,32,liberal,pro-choice,socialist,fair,conservative,religious,pro-lifer,capitalist,Lean D,Democrat,White,4,4,Female,conservative|religious|pro-lifer|capitalist,liberal|pro-choice|socialist|fair,0,0
R_3CNRk6cO14IIW6S,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,24,open-minded,liberal,caring,considerate,cold,racist,evil,wicked,Lean D,Democrat,Non-white,4,4,Male,cold|racist|evil|wicked,open-minded|liberal|caring|considerate,0,0
R_3RryCGUhqzx6HsG,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,27,liberal,flighty,annoying,weak,secretive,rich,pious,boring,Ind,Independent (excludes leaners),White,4,4,Female,secretive|rich|pious|boring,liberal|flighty|annoying|weak,0,0
R_3JlujXwG2knJfPc,$75K to $100K,Not Hispanic,Liberal,19,okay,successful,liberal,happy,blah,idiots,racist,rude,Lean D,Democrat,White,4,4,Female,blah|idiots|racist|rude,okay|successful|liberal|happy,0,0
R_1mwQsCHkO7obto1,$25K to $50K,,Moderate/Haven't thought about it,16,smart,intelligent,good,happy,ungrateful,smart,neutral,rich,Strong R,Republicans,White,4,4,Male,ungrateful|smart|neutral|rich,smart|intelligent|good|happy,0,0
R_2rTlP2JrAxZfjuN,$25K to $50K,Not Hispanic,Liberal,20,poor,lower class,equality,welfare,rich,selfish,greedy,untrustworthy,Strong D,Democrat,White,4,4,Female,rich|selfish|greedy|untrustworthy,poor|lower class|equality|welfare,0,0
R_2TNvXNb64bm2o0F,$50K to $75K,Not Hispanic,Extremely conservative,19,stubborn,old,mean,wrong,new,right,stubborn,caring,Strong R,Republicans,White,4,4,Female,new|right|stubborn|caring,stubborn|old|mean|wrong,0,0
R_OHcX7jweiHpkWm5,-8,Not Hispanic,Moderate/Haven't thought about it,43,black,people,white,usa,people,white,black,usa,Lean D,Democrat,Non-white,4,4,Female,people|white|black|usa,black|people|white|usa,0,0
R_0IAikYTUb6yFtsZ,$50K to $75K,Not Hispanic,Conservative,27,stupid,ignorant,sheeple,immoral,moderate,conservative,thinking,literate,Strong R,Republicans,White,4,4,Female,moderate|conservative|thinking|literate,stupid|ignorant|sheeple|immoral,0,0
R_27vv9bqeGFXABQY,$50K to $75K,Not Hispanic,Conservative,22,liberal,wild,care free,rebel,conservative,moral,reserved,smart,Strong R,Republicans,White,4,4,Female,conservative|moral|reserved|smart,liberal|wild|care free|rebel,0,0
R_1Aqzaz5WTVZbMD7,$50K to $75K,Not Hispanic,Extremely Liberal,55,liberal,open,american,honest,conservative,business,rich,money,Strong D,Democrat,White,4,4,Female,conservative|business|rich|money,liberal|open|american|honest,0,0
R_3mkpDxWhHo7SkXF,$200K to $250K,Not Hispanic,Slightly conservative,22,liberal,immigrants,socialism,shit,conservative,american,usa,loyal,Ind,Independent (excludes leaners),White,4,4,Female,conservative|american|usa|loyal,liberal|immigrants|socialism|shit,0,0
R_21uJURdz9zfKeiS,-8,Not Hispanic,Extremely Liberal,15,intelligent,well educated,informed,not idiots,uneducated,wrongly informed,irrational,racist,Strong D,Democrat,White,4,4,Female,uneducated|wrongly informed|irrational|racist,intelligent|well educated|informed|not idiots,0,0
R_3CJh0LJ9UO0WzB2,$50K to $75K,Not Hispanic,Slightly liberal,24,kind,loving,open-minded,friendly,white,close-minded,older,mean,Weak D,Democrat,White,4,4,Female,white|close-minded|older|mean,kind|loving|open-minded|friendly,0,0
R_10ufbjHp6hervcJ,$100K to $150K,Not Hispanic,Liberal,25,liberal,prochoice,clever,rational,bigot,chauvinist,old,white,Weak D,Democrat,White,4,4,Male,bigot|chauvinist|old|white,liberal|prochoice|clever|rational,0,0
R_2SDGtmR9rO1JhMe,$15K to $25K,Not Hispanic,Liberal,56,real,friend,everyone,happy,grey,money,suit,exclusive,Strong D,Democrat,Non-white,4,4,Female,grey|money|suit|exclusive,real|friend|everyone|happy,0,0
R_33C3oytWY0cUCr4,$200K to $250K,Hispanic,Moderate/Haven't thought about it,14,young,open-minded,pro-choice,helping,old,white,anti feminist,male,Ind,Independent (excludes leaners),White,4,4,Female,old|white|anti feminist|male,young|open-minded|pro-choice|helping,0,0
R_2o7Pn0YObORvbKF,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,26,liberal,hippie,open-minded,poor,rich,conservative,powerful,snooty,Lean D,Democrat,White,4,4,Female,rich|conservative|powerful|snooty,liberal|hippie|open-minded|poor,0,0
R_2wB4QMMAxbSmgU8,Less than $15K,Hispanic,Moderate/Haven't thought about it,18,liberal,young,northerners,modern,old,southern,rigid,conservative,Weak D,Democrat,,4,4,Female,old|southern|rigid|conservative,liberal|young|northerners|modern,0,0
R_3ekpROlbWQaUvB1,$15K to $25K,Not Hispanic,Liberal,39,caring,liberal,open-minded,educated,bigoted,rich,southern,white,Strong D,Democrat,White,4,4,Female,bigoted|rich|southern|white,caring|liberal|open-minded|educated,0,0
R_3ReYnx69IgEzPIJ,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,49,liberal,black,hispanic,urban,conservative,rural,white,men,Weak R,Republicans,White,4,4,Male,conservative|rural|white|men,liberal|black|hispanic|urban,0,0
R_331oACwvBdZqzxp,$15K to $25K,Not Hispanic,Slightly liberal,63,hard workers,open,liberal,compassionate,money hungry,pompous,conservative,angry,Weak D,Democrat,White,4,4,Female,money hungry|pompous|conservative|angry,hard workers|open|liberal|compassionate,0,0
R_33xtAubZsYFktas,$75K to $100K,Not Hispanic,Liberal,23,progressive,liberal,empathic,caring,selfish,racist,self serving,stubborn,Strong D,Democrat,White,4,4,Female,selfish|racist|self serving|stubborn,progressive|liberal|empathic|caring,0,0
R_2aLBqpspHsYk5c0,$50K to $75K,Not Hispanic,Liberal,24,liberal,free,union,modern,conservative,old fashion,tough,bigot,Weak D,Democrat,White,4,4,Female,conservative|old fashion|tough|bigot,liberal|free|union|modern,0,0
R_2rGFSnA0v1Woo0k,$150K to $200K,Not Hispanic,Slightly conservative,38,liberal,intelligent,family oriented,middle class,conservative,intelligent,family oriented,upper class,Lean D,Democrat,White,4,4,Male,conservative|intelligent|family oriented|upper class,liberal|intelligent|family oriented|middle class,0,0
R_ZKmakNi5mofARfb,$25K to $50K,Not Hispanic,Liberal,72,liberal,outspoken,opinionated,passionate,conservative,opinionated,outspoken,concerned,Strong D,Democrat,White,4,4,Female,conservative|opinionated|outspoken|concerned,liberal|outspoken|opinionated|passionate,0,0
R_Rqw5RqQug94RTwZ,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,28,misinformed,liberal,passive,impractical,old fashioned,conservative,intolerant,traditional,Weak R,Republicans,White,4,4,Female,old fashioned|conservative|intolerant|traditional,misinformed|liberal|passive|impractical,0,0
R_psIPtwqmLWQ3P7H,$25K to $50K,Not Hispanic,Liberal,36,arrogant,thoughtful,elitist,brainwashed,stupid,rednecks,racist,greedy,Weak D,Democrat,White,4,4,Male,stupid|rednecks|racist|greedy,arrogant|thoughtful|elitist|brainwashed,0,0
R_2QytgtOwRJ8SNCh,$75K to $100K,Not Hispanic,Extremely Liberal,30,progressive,young,generous,educated,elderly,rich,greedy,bigoted,Strong D,Democrat,White,4,4,Male,elderly|rich|greedy|bigoted,progressive|young|generous|educated,0,0
R_2Vgvfa1V9LOaxcP,$50K to $75K,Not Hispanic,Slightly conservative,20,liberal,obama,clinton,young,conservative,bush,money,old,Weak R,Republicans,White,4,4,Male,conservative|bush|money|old,liberal|obama|clinton|young,0,0
R_3O2NjO0yXfdV1o7,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,32,liberal,free spending,environmentalists,pro-choice,conservative,fiscally responsible,pro-life,pro-business,Ind,Independent (excludes leaners),White,4,4,Female,conservative|fiscally responsible|pro-life|pro-business,liberal|free spending|environmentalists|pro-choice,0,0
R_1ffMCJvcxBVGYZc,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,12,liberal,young,free,thoughtful,conservative,rich,white,old fashioned,Weak D,Democrat,Non-white,4,4,Female,conservative|rich|white|old fashioned,liberal|young|free|thoughtful,0,0
R_1f7U7wQNYNcMMfb,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,58,sloppy,kind,artistic,liberal,hard,conservative,mean,clean,Lean D,Democrat,White,4,4,Male,hard|conservative|mean|clean,sloppy|kind|artistic|liberal,0,0
R_3Jw5sh6xvcjAGWu,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,44,stupid,dishonest,liars,unrealistic,conservative,religious,wealthy,angry,Lean R,Republicans,White,4,4,Female,conservative|religious|wealthy|angry,stupid|dishonest|liars|unrealistic,0,0
R_1n75DJ0EhkBWNHz,Less than $15K,Not Hispanic,Conservative,18,emotional,passionate,bleeding heart,well intentioned,disciplined,quiet,kind,strong,Strong R,Republicans,White,4,4,Female,disciplined|quiet|kind|strong,emotional|passionate|bleeding heart|well intentioned,0,0
R_273tHH2nt3uBFw5,$50K to $75K,Hispanic,Liberal,25,liberal,progressive,environmentalist,sane,conservative,right wing,religious,reactionary,Strong D,Democrat,White,4,4,Male,conservative|right wing|religious|reactionary,liberal|progressive|environmentalist|sane,0,0
R_2DN5FiAaY1E70uB,Less than $15K,Not Hispanic,Liberal,51,caring,liberal,socialist,people oriented,business,profit,conservative,bribes,Weak D,Democrat,White,4,4,Female,business|profit|conservative|bribes,caring|liberal|socialist|people oriented,0,0
R_32J9RjoPVcsIySs,$75K to $100K,Hispanic,Moderate/Haven't thought about it,24,family,honest,rational,successful,narcissist,unfaithful,cruel,ignorant,Strong D,Democrat,Non-white,4,4,Male,narcissist|unfaithful|cruel|ignorant,family|honest|rational|successful,0,0
R_30oXHzgWQtzox1V,$15K to $25K,Not Hispanic,Liberal,37,fair,caring,legalization,donkey,clowns,elephant,unfair,circus,Lean D,Democrat,White,4,4,Female,clowns|elephant|unfair|circus,fair|caring|legalization|donkey,0,0
R_2U5z3e1IxQ7OCvO,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,40,socially liberal,strict gun policy,health care supporters,environmentally conscious,conservative,religious,elephant,bush supporters,Weak D,Democrat,Non-white,4,4,Female,conservative|religious|elephant|bush supporters,socially liberal|strict gun policy|health care supporters|environmentally conscious,0,0
R_vAGvRzRFRK2hQVr,$75K to $100K,Not Hispanic,Extremely conservative,31,liberal,petitioners,hippies,forward,strong,fearless,noble,god fearing,Strong R,Republicans,Non-white,4,4,Female,strong|fearless|noble|god fearing,liberal|petitioners|hippies|forward,0,0
R_pJz30AbqTtyFxMR,$50K to $75K,Not Hispanic,Liberal,22,liberal,big government,social welfare,middle class,big business,corporate,traditional,bigots,Strong D,Democrat,White,4,4,Male,big business|corporate|traditional|bigots,liberal|big government|social welfare|middle class,0,0
R_OC2wGC90fdMo0Vz,$25K to $50K,Not Hispanic,Extremely Liberal,54,progressive,equality minded,giving,intelligent,stodgy,old,behind,selfish,Weak D,Democrat,White,4,4,Female,stodgy|old|behind|selfish,progressive|equality minded|giving|intelligent,0,0
R_2qmTT7qfPyZf518,$50K to $75K,Not Hispanic,Slightly conservative,20,uneducated,lazy,liberal,pro-choice,conservative,pro-guns,constitution,rich,Weak R,Republicans,White,4,4,Female,conservative|pro-guns|constitution|rich,uneducated|lazy|liberal|pro-choice,0,0
R_p618A6fogLbgOKl,$50K to $75K,Not Hispanic,Slightly liberal,39,decent,honest,progressive,kind,old,greedy,intolerant,ignorant,Lean D,Democrat,White,4,4,Male,old|greedy|intolerant|ignorant,decent|honest|progressive|kind,0,0
R_2VR4W3fkR6Ok2XL,$15K to $25K,Not Hispanic,Extremely conservative,42,moochers,liberal,uninformed,welfare clients,smart,hardworking,patriotic,conservative,Strong R,Republicans,Non-white,4,4,Female,smart|hardworking|patriotic|conservative,moochers|liberal|uninformed|welfare clients,0,0
R_2tKlTLNEVtllKuA,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,12,kind,understanding,smart,nice,stuck up,snobby,rude,mean,Ind,Independent (excludes leaners),White,4,4,Male,stuck up|snobby|rude|mean,kind|understanding|smart|nice,0,0
R_2BA4FoZiORxNFVa,$50K to $75K,Not Hispanic,Slightly liberal,39,snobby,compassionate,liberal,intelligent,racist,ignorant,uneducated,religious,Lean D,Democrat,White,4,4,Male,racist|ignorant|uneducated|religious,snobby|compassionate|liberal|intelligent,0,0
R_2AZSnKXd0E0fXIm,$150K to $200K,Not Hispanic,Slightly liberal,19,unrealistic,optimists,caring,open,older,religious,stuffy,stiff,Lean D,Democrat,White,4,4,Female,older|religious|stuffy|stiff,unrealistic|optimists|caring|open,0,0
R_3KJjHmfH1OixvcG,$75K to $100K,Not Hispanic,Liberal,37,liberal,open,adaptable,flexible,rigid,conservative,closed minded,stubborn,Strong D,Democrat,White,4,4,Female,rigid|conservative|closed minded|stubborn,liberal|open|adaptable|flexible,0,0
R_22squZZpgKT9zAI,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,31,human,voters,obama,opposite,voters,family oriented,smart,conservative,Weak R,Republicans,White,4,4,Female,voters|family oriented|smart|conservative,human|voters|obama|opposite,0,0
R_1o6Yh4sRz2CR9VW,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,45,liberal,socialist,idealistic,lavish,libertarian,conservative,rational,frugal,Ind,Independent (excludes leaners),Non-white,4,4,Female,libertarian|conservative|rational|frugal,liberal|socialist|idealistic|lavish,0,0
R_1i98PXJp5tjWNGp,$75K to $100K,Not Hispanic,Slightly liberal,31,progressive,liberal,tolerant,open-minded,conservative,traditional,religious,hawkish,Lean D,Democrat,White,4,4,Male,conservative|traditional|religious|hawkish,progressive|liberal|tolerant|open-minded,0,0
R_1hS7AAS10OyO5fI,$50K to $75K,Not Hispanic,Slightly liberal,28,left,liberal,minority,urban,white,males,rich,business,Lean D,Democrat,White,4,4,Male,white|males|rich|business,left|liberal|minority|urban,0,0
R_2vjC4SNGIbvbLco,$150K to $200K,Not Hispanic,Liberal,27,intelligent,open,progressive,unconventional,traditional,conservative,conventional,stagnant,Weak D,Democrat,Non-white,4,4,Female,traditional|conservative|conventional|stagnant,intelligent|open|progressive|unconventional,0,0
R_Zk3EPinVwxpPTWh,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,29,liberal,younger,socialist,progressive,older,conservative,fiscal,business,Ind,Independent (excludes leaners),White,4,4,Male,older|conservative|fiscal|business,liberal|younger|socialist|progressive,0,0
R_bCKIOengzo7bGbD,Less than $15K,Not Hispanic,Liberal,18,liberal,progressive,educated,accepting,old,ignorant,conservative,stubborn,Lean D,Democrat,White,4,4,Male,old|ignorant|conservative|stubborn,liberal|progressive|educated|accepting,0,0
R_3rHSsxYgpVu8Lzv,$75K to $100K,Not Hispanic,Slightly liberal,59,poor,worker,union,women,rich,businessmen,selfish,aggressive,Strong D,Democrat,White,4,4,Female,rich|businessmen|selfish|aggressive,poor|worker|union|women,0,0
R_1F2kXNBuxI0y2JR,Prefer not to answer,Not Hispanic,Extremely conservative,28,liberal,loud,opinionated,loose tongued,conservative,patient,tolerant,old school,Weak R,Republicans,White,4,4,Female,conservative|patient|tolerant|old school,liberal|loud|opinionated|loose tongued,0,0
R_2zvjjtUN2DZnlbh,$200K to $250K,Not Hispanic,Liberal,35,liberal,open,optimistic,family,racist,old,closed,emotional,Strong D,Democrat,White,4,4,Male,racist|old|closed|emotional,liberal|open|optimistic|family,0,0
R_3houlG9hdhkKGZm,$75K to $100K,Not Hispanic,Slightly conservative,35,liberal,prochoice,pro-gay marriage,socialists,conservative,prolife,anti gay,rich,Weak R,Republicans,White,4,4,Female,conservative|prolife|anti gay|rich,liberal|prochoice|pro-gay marriage|socialists,0,0
R_r0Adip4y17jrauJ,$75K to $100K,Not Hispanic,Conservative,54,liberals,females,youngsters,socialists,whites,males,conservatives,religious,Strong R,Republicans,White,4,4,Male,whites|males|conservatives|religious,liberals|females|youngsters|socialists,0,0
R_pE3xYJKGwHyi5JD,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,18,selfless,caring,equal,balanced,arrogant,rich,snobs,selfish,Strong D,Democrat,White,4,4,Male,arrogant|rich|snobs|selfish,selfless|caring|equal|balanced,0,0
R_e2RVDSJ8TAW18qx,$15K to $25K,Hispanic,Moderate/Haven't thought about it,19,liberal,honest,openminded,strong,old,liars,racist,conservative,Lean D,Democrat,Non-white,4,4,Female,old|liars|racist|conservative,liberal|honest|openminded|strong,0,0
R_2wQWiN1c1OEAMHw,$100K to $150K,Not Hispanic,Conservative,42,poor,diverse,uneducated,unmotivated,wealthy,educated,american,motivated,Strong R,Republicans,White,4,4,Female,wealthy|educated|american|motivated,poor|diverse|uneducated|unmotivated,0,0
R_3GdNRLYWM23Dl29,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,24,liberal,flaky,unrealistic,working class,old,white,rich,stuffy,Lean D,Democrat,White,4,4,Female,old|white|rich|stuffy,liberal|flaky|unrealistic|working class,0,0
R_12rGILZJRaNzgJ4,-8,Not Hispanic,Liberal,22,generous,collective,group,nice,selfish,corrupt,uneducated,anti intellectual,Weak D,Democrat,White,4,4,Female,selfish|corrupt|uneducated|anti intellectual,generous|collective|group|nice,0,0
R_NW8K3hIWkOa05wt,$25K to $50K,Not Hispanic,Slightly liberal,54,freedom,assistance,charitable,workers,conservatives,white,male,entrenched,Weak D,Democrat,White,4,4,Female,conservatives|white|male|entrenched,freedom|assistance|charitable|workers,0,0
R_2AGYnHX2p9pOl1O,$75K to $100K,Not Hispanic,Slightly liberal,15,young,smart,open-minded,critical thinkers,ignorant,closed minded,white,unintelligent,Weak D,Democrat,White,4,4,Male,ignorant|closed minded|white|unintelligent,young|smart|open-minded|critical thinkers,0,0
R_2Pj9LnPFvFYXTlY,$50K to $75K,Not Hispanic,Slightly liberal,30,poor,liberal,uneducated,opinionated,conservative,educated,employed,positive,Weak R,Republicans,White,4,4,Female,conservative|educated|employed|positive,poor|liberal|uneducated|opinionated,0,0
R_3nrt27Kk2zTCDap,$15K to $25K,Not Hispanic,Liberal,21,liberal,young,left,social,right,southern,conservative,old,Strong D,Democrat,White,4,4,Male,right|southern|conservative|old,liberal|young|left|social,0,0
R_1jxp0UgoH32S8qs,$50K to $75K,Not Hispanic,Liberal,33,educated,minority,coastal,liberal,rural,uneducated,angry,conservative,Lean D,Democrat,White,4,4,Male,rural|uneducated|angry|conservative,educated|minority|coastal|liberal,0,0
R_1LwjODZGlTX53bB,$50K to $75K,Not Hispanic,Slightly conservative,74,open-minded,liberal,generous,talkative,thoughtful,conservative,thinkers,shy,Lean R,Republicans,White,4,4,Female,thoughtful|conservative|thinkers|shy,open-minded|liberal|generous|talkative,0,0
R_2EtuQ2kL5pakZrW,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,40,progressive,egalitarian,open,caring,financially secure,domineering,aggressive,unempathetic,Weak D,Democrat,White,4,4,Female,financially secure|domineering|aggressive|unempathetic,progressive|egalitarian|open|caring,0,0
R_3gSj6TOfJqYZAA2,$75K to $100K,Not Hispanic,Slightly conservative,15,liberal,taxes,middle class,minorities,conservative,traditional,educated,businessmen,Weak R,Republicans,White,4,4,Female,conservative|traditional|educated|businessmen,liberal|taxes|middle class|minorities,0,0
R_3JtkJkGX8jPEN4V,$15K to $25K,Not Hispanic,Liberal,30,progressive,liberal,leftwing,openminded,conservative,old,greedy,closeminded,Strong D,Democrat,White,4,4,Female,conservative|old|greedy|closeminded,progressive|liberal|leftwing|openminded,0,0
R_4GXBZIrQGNpVnoh,Less than $15K,Not Hispanic,Liberal,53,liberal,intelligent,generous,thoughtful,bullies,conservative,narrow minded,selfish,Lean D,Democrat,White,4,4,Female,bullies|conservative|narrow minded|selfish,liberal|intelligent|generous|thoughtful,0,0
R_3DjvmO36vAakGpn,$100K to $150K,Not Hispanic,Slightly liberal,23,hypocrite,coward,misguided,poor,racist,bigots,redneck,rural,Ind,Independent (excludes leaners),White,4,4,Female,racist|bigots|redneck|rural,hypocrite|coward|misguided|poor,0,0
R_2SiDLxpu3C8fynS,$75K to $100K,Not Hispanic,Conservative,21,uninformed,ignorant,dismissing,social,conscientious,naive,unwise,sincere,Strong R,Republicans,White,4,4,Male,conscientious|naive|unwise|sincere,uninformed|ignorant|dismissing|social,0,0
R_yKfCVlTIrNgeLux,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,30,broke,whiney,crybaby,donkey,better,smart,knowledgeable,elephant,Strong R,Republicans,White,4,4,Male,better|smart|knowledgeable|elephant,broke|whiney|crybaby|donkey,0,0
R_1mKtzeMrhHpluaQ,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,19,honest,fair,balanced,equal,selfish,racist,rich,uneducated,Weak D,Democrat,White,4,4,Female,selfish|racist|rich|uneducated,honest|fair|balanced|equal,0,0
