"","V160001_orig","V161342","V161310x","V161267","V161270","V161244","V162125x","V162174","V162256","V161126","V161155","V161158x","V162031x","V162062x","age_gpt3","church_goer_gpt3","discuss_politics_gpt3","education_gpt3","gender_gpt3","ideology_gpt3","patriotism_gpt3","pid7_gpt3","political_interest_gpt3","race_gpt3","votechoice_2016_gpt3","voted_2016_gpt3"
"2172",402529,2,1,66,9,2,2,1,2,99,1,2,1,1,29,1,1,12,1,3,1,5,2,1,42,1
"2173",402530,1,1,58,13,1,2,1,2,5,2,6,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"2174",402531,2,1,31,13,2,1,2,4,3,1,1,1,1,30,2,1,12,1,1,1,2,1,1,42,1
"2175",402538,2,2,65,9,1,4,1,2,99,1,1,1,1,24,1,1,12,1,3,1,1,1,1,1,1
"2176",402539,2,1,72,16,1,4,1,3,4,3,4,0,-2,30,2,1,12,1,3,1,5,3,1,42,1
"2177",402542,2,1,51,14,1,1,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2178",402544,2,1,45,10,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"2179",402547,1,1,51,12,1,2,1,1,4,1,1,1,1,30,1,1,12,1,3,1,2,2,1,1,1
"2180",402549,1,1,30,13,1,1,1,2,6,2,7,0,-2,30,2,1,12,1,7,1,7,1,1,42,1
"2181",402550,1,1,61,14,1,1,1,2,6,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"2182",402552,2,6,66,14,1,-6,-6,-6,6,2,6,-2,-2,44,1,1,12,1,5,1,7,3,1,42,1
"2183",402553,1,1,42,13,1,4,1,2,2,3,3,1,4,30,1,1,12,1,3,1,2,1,1,1,1
"2184",402560,2,1,28,13,1,1,1,2,7,2,7,1,2,30,1,1,13,1,5,1,7,1,1,2,1
"2185",402561,2,6,56,9,2,-6,-6,-6,99,5,4,-2,-2,29,1,1,12,1,4,1,5,3,1,42,0
"2186",402562,2,1,69,9,1,1,1,3,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"2187",402565,1,3,45,14,2,6,1,4,6,2,6,-2,-2,30,2,2,12,1,5,1,7,3,1,42,0
"2188",402566,1,1,69,9,2,-6,-6,-6,99,1,1,-2,-2,30,1,1,12,1,2,1,5,1,1,42,0
"2189",402568,2,1,87,16,-9,1,1,1,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"2190",402570,2,1,48,10,2,3,2,4,99,3,4,-2,-2,29,2,2,12,1,5,1,5,3,1,42,0
"2191",402573,2,1,74,9,2,3,1,2,3,1,2,1,1,24,1,1,12,1,3,1,2,2,1,42,1
"2192",402574,2,1,35,10,2,2,1,2,6,2,7,1,2,29,1,1,12,1,5,1,7,2,1,2,1
"2193",402576,2,1,56,9,1,4,1,2,4,1,1,0,-2,22,2,1,12,1,2,1,5,3,1,42,1
"2194",402577,1,3,50,16,1,4,1,4,3,3,5,1,1,30,1,1,12,1,5,1,2,1,1,42,1
"2195",402582,2,5,21,10,1,-6,-6,-6,4,3,4,-2,-2,24,1,1,12,1,5,1,5,2,1,42,1
"2196",402583,1,3,66,11,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"2197",402587,1,1,28,9,2,-6,-6,-6,99,1,2,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"2198",402588,2,1,67,10,1,1,1,2,6,2,6,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"2199",402590,1,6,39,9,2,4,1,2,99,5,4,1,5,25,1,1,12,1,5,1,5,2,1,42,1
"2200",402594,1,5,36,13,2,3,1,2,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"2201",402597,2,1,56,13,1,1,2,2,4,3,4,1,2,29,2,1,12,1,5,1,5,1,1,42,1
"2202",402598,2,1,21,10,2,-6,-6,-6,3,1,2,-2,-2,22,1,1,12,1,3,1,2,3,1,42,0
"2203",402602,1,1,-9,11,1,2,1,2,5,2,6,1,-9,30,1,1,12,1,5,1,6,1,1,42,1
"2204",402603,1,1,42,11,2,-6,-6,-6,99,1,2,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"2205",402605,2,-2,46,9,1,-6,-6,-6,6,1,2,-2,-2,29,1,1,12,1,3,1,-1,3,1,42,1
"2206",402612,1,1,19,10,1,1,1,2,6,2,6,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"2207",402614,1,1,-9,14,1,-6,-6,-6,2,1,1,-2,-2,-1,1,1,12,1,2,1,2,1,1,42,1
"2208",402615,2,2,63,8,1,-6,-6,-6,99,1,1,-2,-2,25,1,1,12,1,2,1,5,1,1,42,1
"2209",402617,1,1,-9,11,1,-6,-6,-6,5,3,5,-2,-2,30,1,1,12,1,5,1,5,1,1,2,1
"2210",402620,1,6,57,13,2,1,1,1,5,3,5,1,2,38,1,1,12,1,5,1,7,1,1,42,1
"2211",402623,1,1,48,10,1,1,1,2,5,1,2,1,2,28,1,1,12,1,5,1,7,1,1,42,1
"2212",402625,1,2,20,9,2,-6,-6,-6,4,1,2,-2,-2,25,1,1,12,1,3,1,5,3,1,42,0
"2213",402626,2,1,37,12,1,1,1,3,5,5,5,1,2,29,1,1,12,1,5,1,6,1,1,42,1
"2214",402628,1,3,58,14,2,2,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,2,1,42,1
"2215",402629,1,1,22,13,2,4,1,2,2,3,3,1,1,30,1,1,12,1,3,1,5,1,1,1,1
"2216",402630,1,1,24,13,2,4,1,1,6,3,4,-2,-2,30,1,1,12,1,5,1,7,3,1,42,0
"2217",402631,2,1,51,10,2,1,1,3,3,3,4,-2,-2,22,1,1,12,1,2,3,2,1,1,42,0
"2218",402635,1,3,21,10,2,-6,-6,-6,99,3,4,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"2219",402636,1,1,59,13,2,-7,-7,-7,6,2,7,-2,-2,30,1,1,12,1,7,1,6,1,1,2,1
"2220",402637,2,1,60,12,1,1,1,1,6,2,6,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"2221",402638,-9,1,-9,14,1,2,1,2,3,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"2222",402642,2,1,27,14,1,1,1,1,5,2,6,1,3,30,1,1,12,1,5,1,7,1,1,42,1
"2223",402647,2,6,54,16,2,7,1,2,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,42,1
"2224",402649,2,1,40,16,1,1,1,1,1,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"2225",402651,1,3,68,13,1,2,2,2,99,3,4,1,2,28,2,1,12,1,5,1,5,2,1,42,1
"2226",402655,2,2,35,9,1,4,1,2,6,1,2,1,1,24,1,1,12,1,3,1,1,1,1,42,1
"2227",402657,2,1,42,10,1,1,1,3,99,3,4,0,-2,22,2,1,12,1,2,1,5,3,1,42,1
"2228",402659,1,1,65,14,1,2,1,1,1,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2229",402664,1,1,66,10,2,3,1,3,2,1,1,1,1,30,1,1,12,1,2,1,2,1,1,1,1
"2230",402670,2,1,50,9,1,2,1,2,99,1,1,1,1,28,1,1,12,1,3,1,5,2,1,1,1
"2231",402672,2,3,-9,14,1,1,1,1,4,1,1,1,1,30,1,1,12,1,1,1,1,1,1,42,1
"2232",402673,2,5,90,8,2,1,2,3,99,1,1,1,1,29,2,1,12,1,1,1,1,1,1,42,1
"2233",402675,1,1,32,13,2,2,1,3,3,3,3,0,-2,22,2,1,12,1,5,3,5,3,1,42,0
"2234",402679,1,1,33,14,1,2,1,2,5,3,5,0,-2,30,2,1,12,1,5,1,6,3,1,42,1
"2235",402680,2,1,25,13,2,4,1,1,99,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"2236",402681,2,1,48,14,1,4,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2237",402682,2,1,31,13,1,4,2,2,99,3,4,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"2238",402684,1,1,41,9,1,1,1,3,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2239",402688,1,3,84,10,2,1,2,4,6,3,4,0,-2,22,2,2,9,2,7,1,7,3,1,42,0
"2240",402690,2,5,43,13,2,-6,-6,-6,4,3,5,1,1,29,1,1,12,1,5,1,2,3,1,42,1
"2241",402691,2,1,32,12,1,1,1,3,4,3,4,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"2242",402692,1,1,25,12,2,4,1,1,2,3,3,1,2,28,1,1,12,1,5,1,7,1,1,42,1
"2243",402693,1,3,-9,13,1,-6,-6,-6,6,3,5,-2,-2,30,1,1,12,1,5,1,6,1,1,2,1
"2244",402694,1,1,57,14,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2245",402696,1,1,19,9,1,1,1,2,99,1,2,1,2,28,1,1,12,1,5,1,7,1,1,1,1
"2246",402698,2,2,32,14,1,2,1,2,99,1,2,0,-2,30,2,1,12,1,3,1,5,3,1,42,1
"2247",402699,1,1,56,10,1,1,1,2,6,3,5,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2248",402700,1,1,50,12,1,2,1,2,3,2,6,1,1,30,1,1,12,1,5,1,2,2,1,42,1
"2249",402703,2,1,-9,11,2,2,1,4,5,3,4,0,-2,22,2,2,12,1,3,1,6,3,1,42,0
"2250",402713,2,2,53,10,1,2,2,2,99,1,1,1,1,29,2,1,12,1,3,1,2,2,1,42,1
"2251",402722,2,1,48,9,2,1,1,2,99,3,5,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"2252",402723,1,1,25,9,2,6,1,2,4,1,2,1,1,24,1,1,12,1,3,1,5,2,1,42,1
"2253",402724,1,1,77,9,1,1,1,1,7,5,5,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2254",402725,2,5,19,9,2,4,1,2,2,1,1,1,1,24,1,1,12,1,3,1,1,1,1,42,1
"2255",402726,2,1,82,14,1,1,1,2,7,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"2256",402727,2,1,42,11,2,4,1,1,1,3,4,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"2257",402728,1,1,22,13,1,2,1,2,5,3,5,-2,-2,30,1,1,12,1,5,1,6,1,1,42,1
"2258",402732,2,1,39,13,2,1,1,2,5,3,5,1,3,30,1,1,12,1,5,1,6,1,1,42,0
"2259",402733,2,2,35,10,1,7,1,2,99,1,1,0,-2,24,2,1,12,1,1,1,5,3,1,42,1
"2260",402734,1,-2,58,12,1,1,1,2,6,2,7,1,2,38,1,1,12,1,5,1,7,1,1,2,1
"2261",402735,1,1,32,12,2,1,1,2,3,1,2,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"2262",402737,1,1,34,10,2,-7,-7,-7,3,3,3,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"2263",402742,2,1,36,13,1,1,1,2,5,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"2264",402744,2,2,29,9,1,3,2,4,99,3,4,0,-2,22,2,1,12,1,2,1,5,3,1,42,0
"2265",402745,1,1,68,16,1,1,1,1,6,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"2266",402746,2,1,67,14,2,2,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,2,1,42,1
"2267",402751,2,1,79,13,1,1,1,1,3,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"2268",402753,1,1,59,13,1,1,1,1,6,3,5,1,2,35,1,1,13,1,5,1,7,1,1,2,1
"2269",402756,1,1,61,14,1,2,1,3,5,3,4,1,2,36,1,1,12,1,5,1,5,1,1,42,1
"2270",402758,1,1,48,16,1,2,1,1,3,3,4,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"2271",402759,1,1,54,13,1,1,1,1,3,3,4,1,1,30,1,1,12,1,2,1,2,1,1,42,1
"2272",402767,2,1,80,10,2,1,2,1,99,3,5,1,2,29,2,1,12,1,5,1,7,3,1,42,1
"2273",402768,2,1,30,13,1,6,2,2,1,1,2,1,1,30,2,1,12,1,3,1,1,3,1,42,1
"2274",402769,2,5,90,6,1,1,1,3,5,1,1,1,1,24,1,1,12,1,2,1,1,1,1,42,1
"2275",402771,1,5,37,9,1,4,2,3,4,1,1,1,1,24,2,1,12,1,3,1,5,2,1,42,1
"2276",402773,1,6,49,10,1,1,1,2,6,2,7,1,2,38,1,1,12,1,5,1,7,1,1,2,1
"2277",402775,1,2,29,9,1,1,1,1,4,2,7,1,1,24,1,1,12,1,7,1,1,1,1,2,1
"2278",402777,1,1,41,10,2,-6,-6,-6,99,1,2,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"2279",402778,2,5,59,10,2,1,1,2,3,1,1,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"2280",402780,1,1,36,10,2,-7,-7,-7,4,3,3,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"2281",402782,1,5,38,10,2,1,1,2,99,1,2,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"2282",402783,2,1,47,13,2,2,2,3,3,1,2,1,3,30,2,1,12,1,3,1,2,3,1,42,0
"2283",402785,1,1,82,11,1,1,1,2,6,3,5,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2284",402788,1,2,67,10,1,1,1,2,5,1,1,1,1,30,1,1,12,1,2,1,2,1,1,42,1
"2285",402790,2,3,43,8,2,2,1,2,99,3,4,-2,-2,22,1,1,12,1,3,1,5,2,1,42,0
"2286",402793,2,1,57,10,1,3,1,2,4,1,2,0,-2,22,2,1,12,1,3,1,5,3,1,42,1
"2287",402795,2,1,41,13,2,6,1,3,4,3,3,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"2288",402796,2,1,61,9,1,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"2289",402800,1,1,65,16,2,2,1,3,6,3,5,1,2,35,1,1,12,1,5,1,7,1,1,42,1
"2290",402815,2,1,64,9,2,1,1,2,7,2,7,1,2,21,1,1,12,1,5,1,7,1,1,2,1
"2291",402816,2,1,27,16,2,2,1,2,2,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"2292",402817,2,1,64,13,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"2293",402818,2,6,21,10,1,4,1,2,99,3,3,1,1,29,1,1,12,1,3,1,5,1,1,42,1
"2294",402820,2,2,70,13,1,1,1,2,3,3,3,-2,-2,30,1,1,12,1,3,1,2,1,1,42,1
"2295",402821,2,1,65,14,2,-6,-6,-6,2,1,2,-2,-2,30,1,1,12,1,3,1,2,3,1,42,0
"2296",402822,1,1,65,13,1,1,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2297",402823,1,1,64,13,1,1,1,3,4,1,2,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"2298",402825,1,1,76,14,1,1,1,2,6,3,5,1,2,35,1,1,12,1,5,1,7,1,1,2,1
"2299",402828,2,1,25,10,2,2,1,2,2,1,2,1,1,29,1,1,12,1,3,1,2,2,1,42,1
"2300",402829,2,1,90,13,1,1,2,2,4,3,5,0,-2,22,2,1,12,1,5,1,5,3,1,42,1
"2301",402831,1,5,24,9,1,-6,-6,-6,99,3,4,-2,-2,25,1,1,12,1,5,1,5,2,1,42,1
"2302",402834,1,6,64,11,1,2,1,1,5,3,3,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"2303",402835,2,1,69,13,1,1,1,1,7,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"2304",402836,3,1,41,13,1,3,1,3,5,3,4,1,1,30,1,1,12,1,3,1,6,1,1,42,1
"2305",402837,2,1,59,14,2,-6,-6,-6,2,1,1,-2,-2,30,1,1,12,1,1,1,2,1,1,42,0
"2306",402838,1,1,25,10,1,1,1,2,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2307",402839,1,1,31,11,2,4,1,3,4,1,2,0,-2,22,2,2,12,1,3,1,5,3,1,42,0
"2308",402847,2,3,50,9,1,-6,-6,-6,6,2,7,-2,-2,24,1,1,12,1,5,1,7,1,1,2,1
"2309",402849,2,1,76,10,2,1,2,2,4,3,5,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"2310",402850,1,1,70,12,2,1,1,2,3,1,1,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"2311",402856,1,1,37,12,1,2,1,2,99,1,2,-2,-2,30,1,1,12,1,3,1,5,2,1,42,1
"2312",402859,1,1,65,95,2,1,1,2,3,1,1,1,3,25,1,1,12,1,1,1,2,1,1,1,1
"2313",402862,1,1,38,13,1,1,1,3,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"2314",402865,1,1,-9,14,1,-7,-7,-7,99,1,2,-2,-2,-1,1,1,12,1,3,1,5,1,1,42,1
"2315",402866,1,1,46,7,2,-6,-6,-6,6,3,4,-2,-2,25,1,1,12,1,3,1,7,3,1,42,0
"2316",402867,2,1,48,12,1,-7,-7,-7,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"2317",402868,1,5,65,3,1,-7,-7,-7,99,1,1,-2,-2,30,1,1,12,1,2,1,5,1,1,42,1
"2318",402870,2,1,69,12,2,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"2319",402871,1,1,34,13,2,2,1,2,3,3,4,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"2320",402873,1,1,59,11,2,1,1,2,4,3,5,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"2321",402874,2,1,28,9,1,1,1,2,99,3,3,1,2,29,1,1,12,1,5,1,7,1,1,1,1
"2322",402875,1,5,56,13,2,2,1,2,2,1,1,0,-2,25,2,1,12,1,3,1,5,2,1,42,1
"2323",402876,1,1,34,9,1,1,1,3,2,3,3,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2324",402878,2,1,54,13,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"2325",402880,2,1,52,11,1,1,1,2,4,3,4,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"2326",402883,1,5,55,13,1,1,1,1,5,1,2,1,1,30,1,1,12,1,3,1,7,1,1,42,1
"2327",402884,1,1,64,9,2,2,1,1,2,1,1,1,1,24,1,1,12,1,2,1,1,2,1,1,1
"2328",402885,2,1,29,14,2,1,1,2,2,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"2329",402895,2,1,66,13,2,1,1,1,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"2330",402897,1,1,71,10,1,1,1,1,3,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"2331",402899,2,1,81,9,1,1,1,1,4,1,1,1,1,22,1,1,12,2,1,1,1,1,1,1,1
"2332",402901,1,1,53,11,1,1,1,2,4,2,7,1,2,28,1,1,12,1,5,1,5,1,1,2,1
"2333",402902,2,5,22,9,1,1,2,3,3,1,1,1,1,24,2,1,12,1,3,1,2,1,1,42,1
"2334",402904,1,1,78,10,2,1,1,2,5,1,2,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"2335",402905,2,1,21,8,1,-6,-6,-6,4,3,5,-2,-2,24,1,1,12,1,5,1,5,2,1,2,1
"2336",402906,1,1,54,13,1,2,2,2,6,2,6,1,2,30,2,1,12,1,5,1,7,3,1,42,1
"2337",402907,1,1,64,13,1,1,1,3,2,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"2338",402910,1,1,34,13,2,4,1,1,1,3,3,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2339",402912,2,1,30,16,1,2,1,3,6,2,6,1,-9,30,1,1,12,1,5,1,7,1,1,42,1
"2340",402917,2,1,71,9,2,1,1,3,99,2,7,1,2,29,1,1,12,1,7,1,5,1,1,2,1
"2341",402919,2,1,20,10,2,1,1,3,3,3,3,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"2342",402921,2,6,55,9,1,4,1,2,99,5,4,-2,-2,22,1,1,12,1,5,1,5,2,1,42,1
"2343",402922,2,1,69,10,2,-7,-7,-7,3,1,1,1,1,29,1,1,12,1,2,1,2,1,1,42,1
"2344",402931,2,2,55,8,1,2,1,2,3,1,1,1,1,24,1,1,12,1,2,1,2,2,1,1,1
"2345",402933,2,1,27,12,1,-6,-6,-6,4,5,4,-2,-2,30,1,1,12,1,3,1,5,2,1,42,1
"2346",402941,1,1,67,10,1,1,1,2,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2347",402946,2,1,63,9,2,2,2,3,2,1,1,0,-2,22,2,2,12,2,2,1,5,3,1,42,0
"2348",402947,2,1,55,10,2,2,1,2,2,3,3,1,1,29,1,1,12,1,3,1,2,2,1,42,1
"2349",402948,2,1,62,7,2,1,1,2,5,3,5,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"2350",402950,1,3,26,10,1,2,1,3,99,3,4,1,-2,28,1,1,12,1,3,1,5,2,1,42,1
"2351",402953,-9,6,-9,10,1,-6,-6,-6,4,5,4,-2,-2,22,1,1,12,1,3,1,5,3,1,42,1
"2352",402956,1,1,83,14,1,4,1,3,3,1,1,1,1,30,1,1,12,1,2,1,5,1,1,42,1
"2353",402957,2,2,46,9,1,4,1,1,99,1,1,1,1,24,1,1,12,1,2,1,1,1,1,1,1
"2354",402958,2,1,61,10,1,1,2,3,3,1,2,0,-2,22,2,1,12,1,3,1,2,3,1,42,1
"2355",402959,2,1,63,13,2,2,1,2,7,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"2356",402960,1,1,59,10,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"2357",402961,2,6,44,12,1,1,1,1,7,5,5,1,2,29,1,1,13,1,5,1,7,1,1,2,1
"2358",402965,2,1,63,9,2,1,2,3,4,3,4,1,1,24,2,1,12,1,2,1,5,3,1,42,1
"2359",402966,2,6,36,14,1,3,1,3,99,1,2,0,-2,30,2,1,12,1,3,1,5,3,1,42,1
"2360",402967,2,1,54,13,2,1,1,1,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"2361",402968,1,1,64,10,2,1,1,3,5,3,5,1,2,28,1,1,12,1,5,1,5,1,1,42,1
"2362",402969,1,1,85,13,1,1,1,1,4,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"2363",402976,1,1,65,12,1,1,1,2,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2364",402979,1,1,30,13,2,3,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2365",402983,2,6,20,9,2,-6,-6,-6,99,3,4,-2,-2,29,1,1,12,2,4,1,5,3,1,42,0
"2366",402985,1,1,31,9,2,-6,-6,-6,6,3,5,-2,-2,30,1,1,12,1,5,1,7,3,1,2,0
"2367",402986,2,5,54,16,2,1,1,2,5,2,6,1,1,30,1,1,12,1,5,1,2,1,1,42,1
"2368",402990,1,1,33,15,2,4,1,1,2,5,3,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"2369",402996,2,1,24,9,1,-7,-7,-7,99,1,2,-2,-2,22,1,1,12,1,3,1,5,1,1,42,1
"2370",403001,2,1,67,10,2,1,2,2,99,3,4,1,2,29,2,1,12,1,3,1,5,3,1,42,1
"2371",403005,1,1,66,14,2,-7,-7,-7,2,1,1,-2,-2,-1,1,1,12,1,1,1,5,1,1,42,0
"2372",403006,2,1,20,8,2,4,1,3,1,1,1,1,1,24,1,1,12,1,2,1,1,1,1,1,1
"2373",403007,2,5,56,13,1,4,1,2,4,1,2,0,-2,22,2,1,12,1,3,1,5,3,1,42,1
"2374",403013,1,1,57,9,1,1,1,2,6,3,5,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2375",403016,1,2,76,10,1,4,2,4,99,5,4,-2,-2,25,2,1,9,1,2,1,5,3,1,42,0
"2376",403017,1,1,81,13,2,-6,-6,-6,4,3,3,-2,-2,30,1,1,12,1,2,1,5,3,1,42,0
"2377",403018,1,1,61,8,1,-6,-6,-6,2,1,2,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2378",403021,2,1,72,10,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"2379",403023,1,5,64,14,1,2,1,2,4,3,4,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"2380",403025,2,5,42,13,1,1,1,1,3,1,2,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"2381",403027,1,1,82,11,1,-6,-6,-6,99,2,6,-2,-2,30,1,1,12,1,5,1,5,3,1,42,1
"2382",403030,2,5,35,14,1,4,1,2,2,3,3,-2,-2,30,1,1,12,1,5,1,1,2,1,42,1
"2383",403032,1,5,29,8,1,1,1,2,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"2384",403033,2,1,62,10,1,1,2,3,4,3,5,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"2385",403034,2,5,61,12,2,2,1,2,2,3,4,0,-2,24,2,1,12,2,3,1,5,3,1,42,0
"2386",403035,1,1,75,9,1,4,1,1,2,1,1,1,1,24,1,1,12,1,2,1,1,1,1,1,1
"2387",403036,1,1,56,9,2,1,1,1,3,1,1,1,1,24,1,1,12,1,1,1,1,1,1,1,1
"2388",403041,2,1,27,13,2,2,1,1,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"2389",403042,1,5,19,9,1,4,1,2,4,1,2,1,1,24,1,1,12,1,3,1,2,2,1,42,1
"2390",403053,1,1,56,11,2,1,1,3,3,1,1,1,2,28,1,1,12,1,5,1,5,1,1,1,1
"2391",403057,1,1,73,10,2,1,2,4,3,3,4,1,2,28,2,1,12,1,5,1,5,3,1,42,1
"2392",403059,1,1,56,15,1,1,1,3,99,1,2,1,1,30,1,1,12,1,3,1,7,1,1,42,1
"2393",403060,1,1,25,13,2,2,1,2,3,3,3,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"2394",403064,2,1,51,10,2,1,1,3,4,2,6,1,3,22,1,1,12,1,5,1,2,1,1,42,0
"2395",403071,2,1,64,14,2,2,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,2,1,1,1
"2396",403076,2,6,20,10,1,2,2,3,4,1,2,-2,-2,22,2,1,12,1,3,2,5,3,1,42,1
"2397",403078,2,1,56,13,1,4,1,3,5,2,7,1,2,30,1,1,12,1,5,1,5,1,1,2,1
"2398",403083,1,1,34,10,1,1,1,2,5,2,7,0,-2,22,2,1,12,1,7,1,2,1,1,42,1
"2399",403088,1,1,75,13,2,-6,-6,-6,4,3,3,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"2400",403090,1,2,38,7,2,2,1,2,99,1,1,1,1,28,1,1,12,1,3,1,5,2,1,42,1
"2401",403093,1,1,50,13,2,1,1,1,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"2402",403097,1,2,61,8,1,1,1,1,-9,1,1,1,1,28,1,1,12,1,1,1,1,1,1,1,1
"2403",403098,1,1,62,11,1,4,1,2,5,2,6,1,2,28,1,1,12,1,5,1,5,1,1,42,1
"2404",403100,1,1,30,9,1,2,2,3,99,3,3,-2,-2,22,2,1,12,1,3,1,5,2,1,42,1
"2405",403101,2,1,27,9,1,2,1,3,99,3,4,-2,-2,22,1,1,12,1,3,1,5,2,1,42,1
"2406",403105,1,1,48,14,2,2,1,2,2,1,2,1,1,30,1,1,12,1,3,1,1,2,1,42,1
"2407",403108,2,2,66,8,1,1,1,4,99,1,1,1,1,24,1,1,12,1,1,1,1,1,1,42,1
"2408",403111,2,5,31,4,2,1,1,2,3,1,1,1,1,24,1,1,12,1,3,1,2,1,1,42,1
